
  Energy       1     2.5736283500E+00 eV  S

  Transition         Weight        KS [eV]
 =============================================
    6   ->     7     0.99957206     2.20907499
    5   ->     7     0.02758682     5.28726386
    3   ->     7     0.00908306     6.63283571
    4   ->     7     0.00291881     6.32691763
    4   ->    12     0.00106914    27.02395492
    1   ->    12     0.00104862    36.67713890
    4   ->    11     0.00083350    23.65513144
    6   ->     8     0.00053627    14.84695471
    4   ->     8     0.00037922    18.96479735
    3   ->    10     0.00026725    21.59254316
    5   ->     9     0.00020732    19.40273776
    1   ->    11     0.00020480    33.30831542
    2   ->    11     0.00018823    27.48879092
    4   ->     9     0.00016669    20.44239153
    5   ->    12     0.00012340    25.98430115
    2   ->    12     0.00011602    30.85761440
    6   ->    12     0.00010892    22.90611227
    1   ->     9     0.00009239    30.09557551
    6   ->    10     0.00005715    17.16878244
    2   ->     9     0.00005524    24.27605101
    6   ->     9     0.00003975    16.32454888
    1   ->     8     0.00003775    28.61798133
    3   ->     9     0.00002881    20.74830960
    3   ->     8     0.00002207    19.27071543
    3   ->    12     0.00001749    27.32987299
    2   ->    10     0.00001734    25.12028457
    3   ->    11     0.00001674    23.96104952
    5   ->     8     0.00001045    17.92514358
    2   ->     7     0.00001002    10.16057711
    1   ->     7     0.00000617    15.98010161
    6   ->    11     0.00000529    19.53728880
    5   ->    11     0.00000427    22.61547767
    4   ->    10     0.00000404    21.28662509
    5   ->    10     0.00000112    20.24697132
    1   ->    10     0.00000069    30.93980907
    2   ->     8     0.00000006    22.79845683

  Energy       2     5.6041214441E+00 eV  S

  Transition         Weight        KS [eV]
 =============================================
    5   ->     7     0.99682777     5.28726386
    3   ->     7     0.06422997     6.63283571
    4   ->     7     0.04684582     6.32691763
    6   ->     7     0.00321011     2.20907499
    6   ->     8     0.00110564    14.84695471
    4   ->    12     0.00094718    27.02395492
    1   ->    12     0.00088715    36.67713890
    4   ->     9     0.00065131    20.44239153
    4   ->    11     0.00063496    23.65513144
    6   ->     9     0.00035995    16.32454888
    4   ->     8     0.00021503    18.96479735
    1   ->    11     0.00021227    33.30831542
    3   ->    10     0.00019677    21.59254316
    2   ->    11     0.00017301    27.48879092
    2   ->    12     0.00012000    30.85761440
    5   ->    12     0.00010972    25.98430115
    6   ->    12     0.00009427    22.90611227
    6   ->    10     0.00007654    17.16878244
    1   ->     8     0.00003989    28.61798133
    3   ->     8     0.00003473    19.27071543
    1   ->     9     0.00003400    30.09557551
    5   ->     8     0.00003201    17.92514358
    2   ->    10     0.00002445    25.12028457
    2   ->     8     0.00002037    22.79845683
    3   ->    12     0.00001879    27.32987299
    2   ->     9     0.00001152    24.27605101
    5   ->    11     0.00001132    22.61547767
    5   ->    10     0.00000881    20.24697132
    5   ->     9     0.00000721    19.40273776
    3   ->    11     0.00000364    23.96104952
    1   ->     7     0.00000336    15.98010161
    4   ->    10     0.00000284    21.28662509
    6   ->    11     0.00000176    19.53728880
    2   ->     7     0.00000126    10.16057711
    1   ->    10     0.00000045    30.93980907
    3   ->     9     0.00000000    20.74830960

  Energy       3     6.4064220633E+00 eV  S

  Transition         Weight        KS [eV]
 =============================================
    4   ->     7     0.99005030     6.32691763
    3   ->     7     0.14032782     6.63283571
    5   ->     7     0.01040281     5.28726386
    6   ->     9     0.00033183    16.32454888
    4   ->     9     0.00022321    20.44239153
    6   ->     7     0.00019045     2.20907499
    4   ->    12     0.00012842    27.02395492
    6   ->     8     0.00012444    14.84695471
    1   ->    12     0.00011158    36.67713890
    5   ->     9     0.00009145    19.40273776
    4   ->    11     0.00008853    23.65513144
    3   ->    11     0.00008759    23.96104952
    2   ->    11     0.00006779    27.48879092
    2   ->     9     0.00005831    24.27605101
    1   ->     8     0.00005676    28.61798133
    3   ->     8     0.00004864    19.27071543
    3   ->    10     0.00002882    21.59254316
    4   ->     8     0.00002405    18.96479735
    6   ->    12     0.00002077    22.90611227
    5   ->    11     0.00001985    22.61547767
    2   ->    10     0.00001978    25.12028457
    6   ->    11     0.00001914    19.53728880
    3   ->     9     0.00001471    20.74830960
    1   ->    11     0.00001272    33.30831542
    1   ->    10     0.00001171    30.93980907
    3   ->    12     0.00001121    27.32987299
    2   ->    12     0.00001088    30.85761440
    5   ->    12     0.00001047    25.98430115
    6   ->    10     0.00000990    17.16878244
    1   ->     7     0.00000741    15.98010161
    2   ->     8     0.00000443    22.79845683
    5   ->     8     0.00000388    17.92514358
    4   ->    10     0.00000260    21.28662509
    1   ->     9     0.00000257    30.09557551
    5   ->    10     0.00000215    20.24697132
    2   ->     7     0.00000137    10.16057711

  Energy       4     7.1305696155E+00 eV  S

  Transition         Weight        KS [eV]
 =============================================
    3   ->     7     0.99246569     6.63283571
    4   ->     7     0.10492400     6.32691763
    5   ->     7     0.06294945     5.28726386
    4   ->    12     0.00397670    27.02395492
    6   ->     7     0.00295798     2.20907499
    6   ->     8     0.00286748    14.84695471
    1   ->    12     0.00167009    36.67713890
    1   ->    11     0.00129754    33.30831542
    4   ->    11     0.00099478    23.65513144
    2   ->    12     0.00069964    30.85761440
    4   ->     9     0.00059065    20.44239153
    4   ->     8     0.00049803    18.96479735
    2   ->     7     0.00045830    10.16057711
    6   ->     9     0.00043487    16.32454888
    1   ->     9     0.00028132    30.09557551
    5   ->    12     0.00026422    25.98430115
    3   ->     8     0.00026050    19.27071543
    6   ->    12     0.00025818    22.90611227
    5   ->     9     0.00025163    19.40273776
    1   ->     8     0.00020212    28.61798133
    3   ->    11     0.00013470    23.96104952
    5   ->    10     0.00010131    20.24697132
    1   ->    10     0.00009942    30.93980907
    2   ->    11     0.00007135    27.48879092
    6   ->    11     0.00004613    19.53728880
    4   ->    10     0.00004037    21.28662509
    5   ->    11     0.00003256    22.61547767
    2   ->    10     0.00002597    25.12028457
    2   ->     9     0.00002158    24.27605101
    1   ->     7     0.00001996    15.98010161
    2   ->     8     0.00001755    22.79845683
    6   ->    10     0.00001753    17.16878244
    3   ->     9     0.00001696    20.74830960
    3   ->    12     0.00001032    27.32987299
    3   ->    10     0.00000697    21.59254316
    5   ->     8     0.00000048    17.92514358

  Energy       5     1.0197361776E+01 eV  S

  Transition         Weight        KS [eV]
 =============================================
    2   ->     7     0.99999995    10.16057711
    5   ->     9     0.00013730    19.40273776
    3   ->     7     0.00012912     6.63283571
    3   ->    11     0.00012292    23.96104952
    6   ->     9     0.00012261    16.32454888
    2   ->     8     0.00008661    22.79845683
    4   ->    10     0.00007868    21.28662509
    4   ->     9     0.00007620    20.44239153
    3   ->    10     0.00006253    21.59254316
    3   ->    12     0.00004581    27.32987299
    1   ->    10     0.00004090    30.93980907
    1   ->     7     0.00002825    15.98010161
    2   ->    10     0.00002671    25.12028457
    4   ->    12     0.00002601    27.02395492
    4   ->     7     0.00002095     6.32691763
    3   ->     8     0.00001933    19.27071543
    1   ->     9     0.00001536    30.09557551
    2   ->     9     0.00001391    24.27605101
    1   ->     8     0.00001379    28.61798133
    6   ->     8     0.00001001    14.84695471
    2   ->    12     0.00000971    30.85761440
    6   ->    12     0.00000665    22.90611227
    5   ->     7     0.00000638     5.28726386
    1   ->    11     0.00000585    33.30831542
    5   ->    11     0.00000435    22.61547767
    6   ->    11     0.00000346    19.53728880
    5   ->    12     0.00000264    25.98430115
    5   ->     8     0.00000259    17.92514358
    2   ->    11     0.00000213    27.48879092
    6   ->     7     0.00000173     2.20907499
    6   ->    10     0.00000169    17.16878244
    5   ->    10     0.00000124    20.24697132
    3   ->     9     0.00000103    20.74830960
    4   ->     8     0.00000050    18.96479735
    4   ->    11     0.00000018    23.65513144
    1   ->    12     0.00000016    36.67713890

  Energy       6     1.5128351112E+01 eV  S

  Transition         Weight        KS [eV]
 =============================================
    6   ->     8     0.99995269    14.84695471
    5   ->     8     0.00666291    17.92514358
    6   ->     9     0.00437783    16.32454888
    4   ->     9     0.00361838    20.44239153
    6   ->    10     0.00272002    17.16878244
    4   ->     8     0.00271755    18.96479735
    4   ->    12     0.00100670    27.02395492
    5   ->    10     0.00090546    20.24697132
    1   ->    12     0.00052247    36.67713890
    2   ->    10     0.00045730    25.12028457
    4   ->    11     0.00040703    23.65513144
    1   ->    11     0.00038290    33.30831542
    2   ->     9     0.00034950    24.27605101
    1   ->     7     0.00033543    15.98010161
    5   ->     9     0.00033200    19.40273776
    2   ->    12     0.00026621    30.85761440
    3   ->     7     0.00019402     6.63283571
    5   ->     7     0.00018104     5.28726386
    3   ->    11     0.00014430    23.96104952
    6   ->    12     0.00013444    22.90611227
    6   ->    11     0.00011998    19.53728880
    4   ->    10     0.00009012    21.28662509
    3   ->    12     0.00007676    27.32987299
    5   ->    12     0.00005956    25.98430115
    4   ->     7     0.00004999     6.32691763
    3   ->     8     0.00002129    19.27071543
    6   ->     7     0.00001945     2.20907499
    3   ->     9     0.00001911    20.74830960
    2   ->    11     0.00001495    27.48879092
    5   ->    11     0.00000966    22.61547767
    2   ->     7     0.00000341    10.16057711
    1   ->    10     0.00000199    30.93980907
    1   ->     8     0.00000185    28.61798133
