
       #      w [eV]       Osc.Str.        Transition

 ==========================================================

       1      2.252       0.0174621        6   ->     7  
       2      5.284       0.0717058        5   ->     7  
       3      6.470       0.0224041        4   ->     7  
       4      6.866       0.0671870        3   ->     7  
       5     10.153       0.0079416        2   ->     7  
       6     14.066       0.1902318        6   ->     8  
       7     16.250       0.0099919        1   ->     7  
       8     16.422       0.1285854        6   ->     9  
       9     17.097       0.0912321        5   ->     8  
      10     17.823       0.0891196        6   ->    10  
      11     18.283       0.3070701        4   ->     8  
      12     18.679       0.0308962        3   ->     8  
      13     19.454       0.1643785        5   ->     9  
      14     19.779       0.0334640        6   ->    11  
      15     20.640       0.1752618        4   ->     9  
      16     20.855       0.2218371        5   ->    10  
      17     21.036       0.0552143        3   ->     9  
      18     21.966       0.0975482        2   ->     8  
      19     22.041       0.0789106        4   ->    10  
      20     22.437       0.0811518        3   ->    10  
      21     22.810       0.0101621        5   ->    11  
      22     23.996       0.0213790        4   ->    11  
      23     24.323       0.1579146        2   ->     9  
      24     24.392       0.3602492        3   ->    11  
      25     25.391       0.0511457        6   ->    12  
      26     25.724       0.2550357        2   ->    10  
      27     27.679       0.0966217        2   ->    11  
      28     28.063       0.1630812        1   ->     8  
      29     28.423       0.0266823        5   ->    12  
      30     29.609       0.6035381        4   ->    12  
      31     30.005       0.0934444        3   ->    12  
      32     30.420       0.1212487        1   ->     9  
      33     31.821       0.0670778        1   ->    10  
      34     33.292       0.2938305        2   ->    12  
      35     33.776       0.4201396        1   ->    11  
      36     39.389       0.8638594        1   ->    12  

