# MULLIKEN CHARGES of excited state S 1
#  Natoms =   6
# Atom        netCharge
#=========================================
    1       0.06035117
    2      -0.13068134
    3       0.29629952
    4       0.27068842
    5       0.28019852
    6       0.22314371
