
  Energy       1     3.8944191541E+00 eV  S

  Transition         Weight        KS [eV]
 =============================================
    6   ->     7     0.99842097     3.61603890
    5   ->     7     0.05614645     5.52457386
    3   ->     7     0.00101811     8.07778925
    4   ->     8     0.00076221    16.97013792
    4   ->     7     0.00064134     7.14455362
    5   ->     9     0.00054582    19.06191310
    1   ->    12     0.00049392    40.90559914
    6   ->     9     0.00049190    17.15337814
    4   ->    12     0.00047647    30.80488639
    2   ->    12     0.00015888    34.51823668
    2   ->     8     0.00012455    20.68348821
    3   ->    10     0.00011112    23.55780165
    2   ->     7     0.00010239    10.85790391
    6   ->     8     0.00009823    13.44162321
    5   ->     8     0.00009265    15.35015816
    4   ->    11     0.00008602    23.56067035
    2   ->     9     0.00008410    24.39524315
    3   ->     9     0.00006686    21.61512849
    5   ->    12     0.00004420    29.18490663
    4   ->     9     0.00003518    20.68189286
    2   ->    10     0.00003449    26.33791631
    2   ->    11     0.00002989    27.27402064
    1   ->     7     0.00002372    17.24526637
    5   ->    10     0.00002121    21.00458626
    1   ->     8     0.00001678    27.07085068
    1   ->    11     0.00001538    33.66138311
    3   ->     8     0.00001446    17.90337355
    6   ->    11     0.00001155    20.03215564
    6   ->    12     0.00001050    27.27637167
    1   ->     9     0.00001032    30.78260562
    4   ->    10     0.00000896    22.62456602
    1   ->    10     0.00000772    32.72527878
    3   ->    11     0.00000742    24.49390598
    6   ->    10     0.00000515    19.09605131
    3   ->    12     0.00000068    31.73812202
    5   ->    11     0.00000065    21.94069060

  Energy       2     6.4376473954E+00 eV  S

  Transition         Weight        KS [eV]
 =============================================
    5   ->     7     0.97475128     5.52457386
    4   ->     7     0.22066724     7.14455362
    3   ->     7     0.02632214     8.07778925
    6   ->     7     0.02078725     3.61603890
    6   ->     8     0.00378768    13.44162321
    4   ->    12     0.00361580    30.80488639
    1   ->    12     0.00336019    40.90559914
    2   ->    12     0.00106818    34.51823668
    3   ->    10     0.00057631    23.55780165
    4   ->    11     0.00046491    23.56067035
    5   ->     9     0.00032910    19.06191310
    5   ->    12     0.00031415    29.18490663
    2   ->    11     0.00026632    27.27402064
    4   ->     9     0.00025910    20.68189286
    6   ->     9     0.00021871    17.15337814
    5   ->     8     0.00018991    15.35015816
    3   ->     8     0.00017863    17.90337355
    1   ->    11     0.00014673    33.66138311
    2   ->     7     0.00012539    10.85790391
    6   ->    10     0.00012277    19.09605131
    4   ->     8     0.00011740    16.97013792
    6   ->    12     0.00008787    27.27637167
    1   ->     7     0.00004457    17.24526637
    2   ->     8     0.00004080    20.68348821
    3   ->    12     0.00002515    31.73812202
    1   ->     9     0.00002115    30.78260562
    4   ->    10     0.00002035    22.62456602
    6   ->    11     0.00001765    20.03215564
    3   ->    11     0.00001718    24.49390598
    1   ->     8     0.00001395    27.07085068
    3   ->     9     0.00001338    21.61512849
    1   ->    10     0.00000966    32.72527878
    5   ->    10     0.00000369    21.00458626
    2   ->     9     0.00000263    24.39524315
    2   ->    10     0.00000137    26.33791631
    5   ->    11     0.00000000    21.94069060

  Energy       3     7.4196813344E+00 eV  S

  Transition         Weight        KS [eV]
 =============================================
    4   ->     7     0.99272410     7.14455362
    5   ->     7     0.10390090     5.52457386
    3   ->     7     0.06042510     8.07778925
    6   ->     8     0.00563398    13.44162321
    6   ->     7     0.00348897     3.61603890
    4   ->    12     0.00177962    30.80488639
    1   ->    12     0.00171449    40.90559914
    4   ->     9     0.00091500    20.68189286
    6   ->     9     0.00089989    17.15337814
    2   ->    12     0.00050234    34.51823668
    4   ->    11     0.00032686    23.56067035
    3   ->    10     0.00032413    23.55780165
    2   ->    11     0.00023623    27.27402064
    2   ->     9     0.00016132    24.39524315
    5   ->    12     0.00014335    29.18490663
    2   ->     8     0.00010431    20.68348821
    3   ->    11     0.00009506    24.49390598
    4   ->     8     0.00006789    16.97013792
    6   ->    12     0.00006107    27.27637167
    1   ->     8     0.00004524    27.07085068
    4   ->    10     0.00004355    22.62456602
    1   ->    11     0.00003338    33.66138311
    6   ->    10     0.00002785    19.09605131
    3   ->    12     0.00002330    31.73812202
    5   ->     8     0.00002327    15.35015816
    2   ->     7     0.00001255    10.85790391
    5   ->    10     0.00000966    21.00458626
    5   ->    11     0.00000637    21.94069060
    5   ->     9     0.00000623    19.06191310
    1   ->     7     0.00000495    17.24526637
    3   ->     8     0.00000435    17.90337355
    6   ->    11     0.00000356    20.03215564
    3   ->     9     0.00000075    21.61512849
    1   ->     9     0.00000029    30.78260562
    2   ->    10     0.00000017    26.33791631
    1   ->    10     0.00000001    32.72527878

  Energy       4     8.2371712919E+00 eV  S

  Transition         Weight        KS [eV]
 =============================================
    3   ->     7     0.99947985     8.07778925
    5   ->     7     0.02399051     5.52457386
    4   ->     7     0.02134796     7.14455362
    6   ->     8     0.00189068    13.44162321
    6   ->     7     0.00157734     3.61603890
    4   ->    12     0.00116501    30.80488639
    1   ->    12     0.00092238    40.90559914
    2   ->    12     0.00037811    34.51823668
    2   ->     7     0.00037405    10.85790391
    3   ->     8     0.00029669    17.90337355
    5   ->     9     0.00019668    19.06191310
    6   ->    10     0.00015805    19.09605131
    1   ->    11     0.00013714    33.66138311
    5   ->    12     0.00009122    29.18490663
    3   ->    11     0.00006702    24.49390598
    4   ->    11     0.00006300    23.56067035
    5   ->     8     0.00005962    15.35015816
    4   ->     8     0.00005682    16.97013792
    4   ->    10     0.00005475    22.62456602
    2   ->    10     0.00003816    26.33791631
    6   ->    12     0.00003384    27.27637167
    4   ->     9     0.00003205    20.68189286
    1   ->     9     0.00002172    30.78260562
    3   ->    12     0.00001833    31.73812202
    1   ->    10     0.00001695    32.72527878
    1   ->     8     0.00001606    27.07085068
    2   ->    11     0.00000773    27.27402064
    6   ->     9     0.00000565    17.15337814
    3   ->     9     0.00000448    21.61512849
    2   ->     8     0.00000265    20.68348821
    1   ->     7     0.00000261    17.24526637
    5   ->    10     0.00000239    21.00458626
    5   ->    11     0.00000114    21.94069060
    3   ->    10     0.00000081    23.55780165
    6   ->    11     0.00000001    20.03215564
    2   ->     9     0.00000000    24.39524315

  Energy       5     1.0900375692E+01 eV  S

  Transition         Weight        KS [eV]
 =============================================
    2   ->     7     0.99999966    10.85790391
    6   ->     8     0.00063481    13.44162321
    5   ->     8     0.00027795    15.35015816
    4   ->     9     0.00023419    20.68189286
    6   ->     9     0.00021517    17.15337814
    3   ->     7     0.00017020     8.07778925
    3   ->     8     0.00015178    17.90337355
    5   ->     9     0.00009551    19.06191310
    4   ->     8     0.00007990    16.97013792
    6   ->    10     0.00006890    19.09605131
    2   ->     8     0.00006460    20.68348821
    3   ->    10     0.00005945    23.55780165
    2   ->     9     0.00005918    24.39524315
    3   ->    11     0.00004927    24.49390598
    2   ->    10     0.00004754    26.33791631
    5   ->     7     0.00003952     5.52457386
    4   ->    12     0.00002530    30.80488639
    1   ->     9     0.00001899    30.78260562
    6   ->     7     0.00001880     3.61603890
    1   ->    10     0.00001693    32.72527878
    1   ->    11     0.00001302    33.66138311
    1   ->    12     0.00001209    40.90559914
    5   ->    10     0.00001199    21.00458626
    2   ->    12     0.00001048    34.51823668
    4   ->    10     0.00000832    22.62456602
    2   ->    11     0.00000564    27.27402064
    3   ->    12     0.00000379    31.73812202
    6   ->    11     0.00000292    20.03215564
    3   ->     9     0.00000242    21.61512849
    5   ->    12     0.00000168    29.18490663
    1   ->     8     0.00000167    27.07085068
    4   ->     7     0.00000160     7.14455362
    6   ->    12     0.00000097    27.27637167
    5   ->    11     0.00000052    21.94069060
    4   ->    11     0.00000013    23.56067035
    1   ->     7     0.00000001    17.24526637

  Energy       6     1.4017607089E+01 eV  S

  Transition         Weight        KS [eV]
 =============================================
    6   ->     8     0.99898354    13.44162321
    5   ->     8     0.04418732    15.35015816
    4   ->     9     0.00829354    20.68189286
    2   ->     9     0.00191866    24.39524315
    4   ->    12     0.00117574    30.80488639
    5   ->     7     0.00115269     5.52457386
    1   ->    12     0.00097556    40.90559914
    4   ->     8     0.00079118    16.97013792
    6   ->    10     0.00075793    19.09605131
    4   ->     7     0.00063361     7.14455362
    3   ->     8     0.00056454    17.90337355
    5   ->    10     0.00054422    21.00458626
    4   ->    10     0.00051823    22.62456602
    5   ->     9     0.00045306    19.06191310
    2   ->    12     0.00039092    34.51823668
    6   ->     9     0.00034063    17.15337814
    2   ->     7     0.00030712    10.85790391
    2   ->    10     0.00027067    26.33791631
    4   ->    11     0.00023292    23.56067035
    3   ->     7     0.00017723     8.07778925
    5   ->    12     0.00007894    29.18490663
    1   ->     9     0.00007395    30.78260562
    6   ->     7     0.00007345     3.61603890
    6   ->    12     0.00007058    27.27637167
    3   ->     9     0.00007025    21.61512849
    1   ->    11     0.00006092    33.66138311
    3   ->    10     0.00004961    23.55780165
    2   ->    11     0.00004875    27.27402064
    5   ->    11     0.00001517    21.94069060
    2   ->     8     0.00001198    20.68348821
    3   ->    11     0.00000837    24.49390598
    6   ->    11     0.00000524    20.03215564
    3   ->    12     0.00000189    31.73812202
