# MULLIKEN CHARGES of excited state S 2
#  Natoms =   6
# Atom        netCharge
#=========================================
    1       0.19028481
    2      -0.04039587
    3       0.17052830
    4       0.25352739
    5       0.25509400
    6       0.17096136
