# MULLIKEN CHARGES of excited state S 1
#  Natoms =   6
# Atom        netCharge
#=========================================
    1       0.18156470
    2      -0.14208490
    3       0.21346944
    4       0.26067146
    5       0.28948769
    6       0.19689161
