# MULLIKEN CHARGES of excited state S 1
#  Natoms =   6
# Atom        netCharge
#=========================================
    1       0.11611632
    2      -0.13185972
    3       0.23038276
    4       0.27065894
    5       0.31168068
    6       0.20302102
