# MULLIKEN CHARGES of excited state S 1
#  Natoms =   6
# Atom        netCharge
#=========================================
    1      -0.03425887
    2      -0.10480676
    3       0.28665627
    4       0.29681410
    5       0.29042678
    6       0.26516849
