# MULLIKEN CHARGES of excited state S 1
#  Natoms =   6
# Atom        netCharge
#=========================================
    1      -0.03828841
    2      -0.10559359
    3       0.28777758
    4       0.29235967
    5       0.29241832
    6       0.27132643
