# MULLIKEN CHARGES of excited state S 1
#  Natoms =   6
# Atom        netCharge
#=========================================
    1       0.15119993
    2      -0.16293243
    3       0.22361009
    4       0.27987446
    5       0.29386617
    6       0.21438180
