# MULLIKEN CHARGES of excited state S 1
#  Natoms =   6
# Atom        netCharge
#=========================================
    1       0.23790803
    2      -0.11869287
    3       0.18621348
    4       0.26300608
    5       0.24582690
    6       0.18573837
