# MULLIKEN CHARGES of excited state S 1
#  Natoms =   6
# Atom        netCharge
#=========================================
    1       0.09942654
    2      -0.15145252
    3       0.22191802
    4       0.30271908
    5       0.29238915
    6       0.23499973
