# MULLIKEN CHARGES of excited state S 1
#  Natoms =   6
# Atom        netCharge
#=========================================
    1       0.11062814
    2      -0.12778029
    3       0.20156948
    4       0.30684802
    5       0.27165539
    6       0.23707926
