# MULLIKEN CHARGES of excited state S 1
#  Natoms =   6
# Atom        netCharge
#=========================================
    1       0.25413337
    2      -0.10971297
    3       0.17894781
    4       0.25129459
    5       0.24683548
    6       0.17850172
