
  Energy       1     3.1658338912E+00 eV  S

  Transition         Weight        KS [eV]
 =============================================
    6   ->     7     0.99974191     2.90835691
    5   ->     7     0.02242883     6.11006655
    3   ->     7     0.00345945     7.86289299
    1   ->    12     0.00061579    46.02775619
    4   ->    12     0.00049202    35.99042662
    4   ->     7     0.00038933     7.29494922
    6   ->     8     0.00036561    14.43610909
    3   ->    10     0.00028103    22.80757389
    5   ->     8     0.00028065    17.63781872
    2   ->    12     0.00011563    39.51408228
    4   ->    11     0.00009550    24.08814494
    2   ->    11     0.00008027    27.61180061
    4   ->     8     0.00004971    18.82270139
    2   ->     9     0.00004338    24.63198869
    1   ->     9     0.00004159    31.14566259
    5   ->     9     0.00002607    19.92345035
    5   ->    12     0.00002371    34.80554394
    3   ->     9     0.00001858    21.67627679
    6   ->     9     0.00001485    16.72174071
    4   ->     9     0.00001467    21.10833302
    5   ->    11     0.00001329    22.90326227
    5   ->    10     0.00001313    21.05474745
    6   ->    12     0.00000885    31.60383431
    2   ->    10     0.00000518    25.76328579
    2   ->     8     0.00000440    22.34635706
    3   ->     8     0.00000274    19.39064516
    6   ->    11     0.00000262    19.70155264
    3   ->    11     0.00000233    24.65608871
    1   ->     7     0.00000220    17.33227880
    2   ->     7     0.00000165    10.81860489
    1   ->    10     0.00000157    32.27695970
    1   ->    11     0.00000072    34.12547452
    6   ->    10     0.00000072    17.85303782
    3   ->    12     0.00000027    36.55837039
    4   ->    10     0.00000009    22.23963013
    1   ->     8     0.00000001    28.86003097

  Energy       2     6.6885451038E+00 eV  S

  Transition         Weight        KS [eV]
 =============================================
    5   ->     7     0.99522386     6.11006655
    3   ->     7     0.08929995     7.86289299
    4   ->     7     0.03872382     7.29494922
    6   ->     8     0.00577985    14.43610909
    6   ->     7     0.00390519     2.90835691
    1   ->    12     0.00176671    46.02775619
    4   ->    12     0.00134731    35.99042662
    4   ->     9     0.00113863    21.10833302
    3   ->    10     0.00052456    22.80757389
    2   ->    12     0.00039896    39.51408228
    4   ->    11     0.00026346    24.08814494
    6   ->    10     0.00015902    17.85303782
    2   ->    11     0.00012533    27.61180061
    5   ->     9     0.00010135    19.92345035
    5   ->    12     0.00005978    34.80554394
    2   ->     9     0.00005351    24.63198869
    5   ->     8     0.00004333    17.63781872
    3   ->     8     0.00004322    19.39064516
    2   ->    10     0.00004065    25.76328579
    6   ->    11     0.00003990    19.70155264
    4   ->     8     0.00003589    18.82270139
    1   ->     9     0.00002983    31.14566259
    6   ->    12     0.00002946    31.60383431
    3   ->     9     0.00002570    21.67627679
    1   ->    11     0.00001236    34.12547452
    5   ->    10     0.00001035    21.05474745
    4   ->    10     0.00000908    22.23963013
    5   ->    11     0.00000747    22.90326227
    6   ->     9     0.00000507    16.72174071
    1   ->     7     0.00000401    17.33227880
    2   ->     7     0.00000116    10.81860489
    1   ->    10     0.00000084    32.27695970
    3   ->    12     0.00000081    36.55837039
    1   ->     8     0.00000077    28.86003097
    3   ->    11     0.00000076    24.65608871
    2   ->     8     0.00000055    22.34635706

  Energy       3     7.3697723626E+00 eV  S

  Transition         Weight        KS [eV]
 =============================================
    4   ->     7     0.99921421     7.29494922
    3   ->     7     0.03712501     7.86289299
    5   ->     7     0.01385655     6.11006655
    6   ->     8     0.00058723    14.43610909
    6   ->     9     0.00040805    16.72174071
    4   ->     8     0.00025805    18.82270139
    3   ->    11     0.00015527    24.65608871
    6   ->     7     0.00014274     2.90835691
    5   ->     9     0.00013948    19.92345035
    1   ->    12     0.00011795    46.02775619
    4   ->    12     0.00009891    35.99042662
    4   ->     9     0.00009526    21.10833302
    2   ->    10     0.00007878    25.76328579
    6   ->    11     0.00004277    19.70155264
    1   ->     8     0.00004092    28.86003097
    2   ->    11     0.00003353    27.61180061
    3   ->     8     0.00003044    19.39064516
    2   ->    12     0.00002649    39.51408228
    2   ->     9     0.00002188    24.63198869
    2   ->     8     0.00001915    22.34635706
    1   ->     7     0.00001757    17.33227880
    3   ->    10     0.00001439    22.80757389
    1   ->    10     0.00001229    32.27695970
    4   ->    11     0.00000982    24.08814494
    2   ->     7     0.00000752    10.81860489
    1   ->     9     0.00000683    31.14566259
    5   ->    10     0.00000683    21.05474745
    5   ->    12     0.00000647    34.80554394
    3   ->    12     0.00000224    36.55837039
    6   ->    10     0.00000195    17.85303782
    3   ->     9     0.00000139    21.67627679
    6   ->    12     0.00000136    31.60383431
    4   ->    10     0.00000039    22.23963013
    5   ->    11     0.00000037    22.90326227
    1   ->    11     0.00000032    34.12547452
    5   ->     8     0.00000026    17.63781872

  Energy       4     8.3290838888E+00 eV  S

  Transition         Weight        KS [eV]
 =============================================
    3   ->     7     0.99790252     7.86289299
    5   ->     7     0.06110402     6.11006655
    4   ->     7     0.02000730     7.29494922
    6   ->     8     0.00675106    14.43610909
    4   ->    12     0.00191607    35.99042662
    1   ->    12     0.00188538    46.02775619
    6   ->     7     0.00159155     2.90835691
    2   ->    12     0.00056500    39.51408228
    2   ->     7     0.00047237    10.81860489
    5   ->     8     0.00043848    17.63781872
    4   ->     9     0.00042255    21.10833302
    1   ->    11     0.00037082    34.12547452
    3   ->     8     0.00033914    19.39064516
    5   ->    10     0.00014887    21.05474745
    3   ->    11     0.00009701    24.65608871
    1   ->     9     0.00008994    31.14566259
    4   ->    10     0.00008132    22.23963013
    5   ->    12     0.00007660    34.80554394
    6   ->    10     0.00007004    17.85303782
    5   ->     9     0.00005698    19.92345035
    2   ->    10     0.00005668    25.76328579
    1   ->    10     0.00004630    32.27695970
    4   ->     8     0.00004083    18.82270139
    2   ->     9     0.00003651    24.63198869
    6   ->    12     0.00003344    31.60383431
    2   ->    11     0.00003079    27.61180061
    1   ->     7     0.00001786    17.33227880
    5   ->    11     0.00001601    22.90326227
    6   ->     9     0.00001283    16.72174071
    3   ->    10     0.00001187    22.80757389
    6   ->    11     0.00000911    19.70155264
    1   ->     8     0.00000429    28.86003097
    3   ->     9     0.00000427    21.67627679
    3   ->    12     0.00000154    36.55837039
    4   ->    11     0.00000081    24.08814494
    2   ->     8     0.00000042    22.34635706

  Energy       5     1.0871193315E+01 eV  S

  Transition         Weight        KS [eV]
 =============================================
    2   ->     7     0.99999987    10.81860489
    3   ->    11     0.00027345    24.65608871
    6   ->     9     0.00025076    16.72174071
    3   ->     7     0.00018603     7.86289299
    2   ->     8     0.00018114    22.34635706
    4   ->    10     0.00015419    22.23963013
    5   ->     9     0.00011994    19.92345035
    3   ->    10     0.00008163    22.80757389
    6   ->    11     0.00007314    19.70155264
    1   ->    10     0.00006595    32.27695970
    2   ->    10     0.00005146    25.76328579
    1   ->     7     0.00003692    17.33227880
    6   ->     8     0.00002711    14.43610909
    4   ->     8     0.00002261    18.82270139
    5   ->     7     0.00001982     6.11006655
    5   ->    11     0.00001596    22.90326227
    4   ->     7     0.00001465     7.29494922
    3   ->     9     0.00001319    21.67627679
    4   ->     9     0.00001232    21.10833302
    1   ->     8     0.00000856    28.86003097
    5   ->     8     0.00000807    17.63781872
    2   ->    11     0.00000726    27.61180061
    1   ->     9     0.00000593    31.14566259
    4   ->    12     0.00000489    35.99042662
    3   ->     8     0.00000456    19.39064516
    3   ->    12     0.00000383    36.55837039
    1   ->    11     0.00000347    34.12547452
    2   ->    12     0.00000263    39.51408228
    6   ->    12     0.00000247    31.60383431
    1   ->    12     0.00000183    46.02775619
    2   ->     9     0.00000130    24.63198869
    5   ->    10     0.00000127    21.05474745
    6   ->    10     0.00000117    17.85303782
    6   ->     7     0.00000098     2.90835691
    5   ->    12     0.00000033    34.80554394
    4   ->    11     0.00000007    24.08814494

  Energy       6     1.5057841743E+01 eV  S

  Transition         Weight        KS [eV]
 =============================================
    6   ->     8     0.99990765    14.43610909
    4   ->     9     0.01176115    21.10833302
    5   ->     8     0.00458347    17.63781872
    6   ->    10     0.00304758    17.85303782
    6   ->     9     0.00245097    16.72174071
    1   ->    12     0.00163126    46.02775619
    5   ->     7     0.00144946     6.11006655
    4   ->    12     0.00138719    35.99042662
    2   ->     9     0.00135474    24.63198869
    3   ->     7     0.00088260     7.86289299
    2   ->    12     0.00051086    39.51408228
    2   ->     8     0.00042222    22.34635706
    5   ->    10     0.00036330    21.05474745
    4   ->     8     0.00024160    18.82270139
    4   ->    11     0.00016526    24.08814494
    3   ->    10     0.00016354    22.80757389
    6   ->    11     0.00012823    19.70155264
    1   ->    11     0.00012148    34.12547452
    4   ->     7     0.00011755     7.29494922
    2   ->    10     0.00009736    25.76328579
    3   ->     8     0.00008279    19.39064516
    3   ->    11     0.00006814    24.65608871
    5   ->    12     0.00006288    34.80554394
    6   ->     7     0.00005341     2.90835691
    5   ->     9     0.00004350    19.92345035
    6   ->    12     0.00003000    31.60383431
    4   ->    10     0.00002565    22.23963013
    3   ->     9     0.00002111    21.67627679
    2   ->     7     0.00001457    10.81860489
    1   ->     7     0.00001262    17.33227880
    1   ->     9     0.00000570    31.14566259
    2   ->    11     0.00000227    27.61180061
    1   ->     8     0.00000180    28.86003097
