# MULLIKEN CHARGES of excited state S 1
#  Natoms =   6
# Atom        netCharge
#=========================================
    1      -0.04048466
    2      -0.18140706
    3       0.32748585
    4       0.29079884
    5       0.29330904
    6       0.31029799
