# MULLIKEN CHARGES of excited state S 1
#  Natoms =   6
# Atom        netCharge
#=========================================
    1      -0.07732979
    2      -0.10369073
    3       0.29357224
    4       0.29720892
    5       0.28614964
    6       0.30408973
