# MULLIKEN CHARGES of excited state S 1
#  Natoms =   6
# Atom        netCharge
#=========================================
    1       0.20364346
    2      -0.15056099
    3       0.19036518
    4       0.28818898
    5       0.26005564
    6       0.20830773
