
  Energy       1     2.7939351014E+00 eV  S

  Transition         Weight        KS [eV]
 =============================================
    6   ->     7     0.99448917     2.10865052
    4   ->     7     0.09450134     4.33494633
    4   ->     8     0.03486791    10.92163681
    5   ->     7     0.02581919     3.88624808
    6   ->     8     0.01298370     8.69534100
    1   ->     8     0.00284368    20.36665311
    2   ->     8     0.00096915    16.21280291
    3   ->     7     0.00085266     5.22971708
    3   ->    10     0.00010261    20.51969487
    3   ->    11     0.00009995    21.45727767
    2   ->     7     0.00009576     9.62611243
    1   ->    12     0.00008625    34.38833278
    1   ->     7     0.00006507    13.77996263
    6   ->    12     0.00006020    22.71702067
    5   ->    11     0.00005106    20.11380868
    6   ->     9     0.00002990    16.24325264
    3   ->     9     0.00002883    19.36431920
    6   ->    10     0.00002409    17.39862831
    5   ->    10     0.00002369    19.17622587
    5   ->    12     0.00001883    24.49461823
    1   ->     9     0.00001646    27.91456475
    5   ->     8     0.00001339    10.47293856
    3   ->    12     0.00001094    25.83808723
    2   ->    10     0.00001083    24.91609023
    5   ->     9     0.00001043    18.02085020
    3   ->     8     0.00001025    11.81640756
    2   ->    11     0.00000962    25.85367303
    2   ->     9     0.00000878    23.76071455
    2   ->    12     0.00000482    30.23448259
    4   ->    12     0.00000470    24.94331648
    4   ->    11     0.00000364    20.56250692
    4   ->    10     0.00000032    19.62492412
    6   ->    11     0.00000022    18.33621111
    1   ->    11     0.00000008    30.00752322
    1   ->    10     0.00000002    29.06994042
    4   ->     9     0.00000000    18.46954845

  Energy       2     3.9667077372E+00 eV  S

  Transition         Weight        KS [eV]
 =============================================
    5   ->     7     0.99902567     3.88624808
    4   ->     7     0.04401000     4.33494633
    6   ->     7     0.00289615     2.10865052
    4   ->     8     0.00133074    10.92163681
    6   ->     8     0.00064729     8.69534100
    5   ->    10     0.00037964    19.17622587
    2   ->    11     0.00017064    25.85367303
    4   ->     9     0.00014114    18.46954845
    1   ->     8     0.00012001    20.36665311
    3   ->    10     0.00011519    20.51969487
    5   ->    11     0.00006594    20.11380868
    1   ->     9     0.00005974    27.91456475
    3   ->    11     0.00005893    21.45727767
    3   ->    12     0.00005318    25.83808723
    4   ->    11     0.00004361    20.56250692
    2   ->     8     0.00004251    16.21280291
    5   ->    12     0.00004028    24.49461823
    6   ->    10     0.00003567    17.39862831
    2   ->    10     0.00002926    24.91609023
    3   ->     9     0.00002621    19.36431920
    5   ->     9     0.00002253    18.02085020
    2   ->     9     0.00001825    23.76071455
    3   ->     8     0.00001304    11.81640756
    5   ->     8     0.00000895    10.47293856
    6   ->    12     0.00000481    22.71702067
    3   ->     7     0.00000391     5.22971708
    2   ->     7     0.00000381     9.62611243
    1   ->    10     0.00000232    29.06994042
    6   ->    11     0.00000144    18.33621111
    4   ->    12     0.00000080    24.94331648
    6   ->     9     0.00000076    16.24325264
    1   ->     7     0.00000074    13.77996263
    1   ->    12     0.00000056    34.38833278
    4   ->    10     0.00000037    19.62492412
    1   ->    11     0.00000031    30.00752322
    2   ->    12     0.00000007    30.23448259

  Energy       3     4.6433213125E+00 eV  S

  Transition         Weight        KS [eV]
 =============================================
    4   ->     7     0.99880896     4.33494633
    5   ->     7     0.02855573     3.88624808
    4   ->     8     0.02831179    10.92163681
    6   ->     7     0.02375982     2.10865052
    6   ->     8     0.01284670     8.69534100
    3   ->     7     0.00547998     5.22971708
    1   ->     8     0.00191490    20.36665311
    2   ->     8     0.00063289    16.21280291
    5   ->    11     0.00005742    20.11380868
    5   ->     9     0.00004646    18.02085020
    6   ->    10     0.00004394    17.39862831
    2   ->     7     0.00004379     9.62611243
    6   ->    12     0.00002957    22.71702067
    6   ->     9     0.00002724    16.24325264
    1   ->     7     0.00002558    13.77996263
    2   ->    10     0.00002521    24.91609023
    3   ->     9     0.00002476    19.36431920
    3   ->    11     0.00002463    21.45727767
    4   ->     9     0.00002137    18.46954845
    5   ->    10     0.00002096    19.17622587
    1   ->    12     0.00002050    34.38833278
    4   ->    12     0.00001714    24.94331648
    4   ->    10     0.00001666    19.62492412
    3   ->     8     0.00001634    11.81640756
    5   ->     8     0.00000794    10.47293856
    4   ->    11     0.00000215    20.56250692
    6   ->    11     0.00000158    18.33621111
    1   ->    11     0.00000054    30.00752322
    1   ->    10     0.00000052    29.06994042
    2   ->     9     0.00000042    23.76071455
    3   ->    12     0.00000033    25.83808723
    3   ->    10     0.00000031    20.51969487
    2   ->    12     0.00000026    30.23448259
    2   ->    11     0.00000025    25.85367303
    5   ->    12     0.00000005    24.49461823
    1   ->     9     0.00000000    27.91456475

  Energy       4     5.2626769242E+00 eV  S

  Transition         Weight        KS [eV]
 =============================================
    3   ->     7     0.99999621     5.22971708
    4   ->     7     0.00257849     4.33494633
    4   ->     8     0.00078884    10.92163681
    6   ->     8     0.00040996     8.69534100
    6   ->     7     0.00034312     2.10865052
    5   ->    10     0.00011222    19.17622587
    5   ->     7     0.00007446     3.88624808
    3   ->    12     0.00006202    25.83808723
    2   ->     9     0.00005659    23.76071455
    1   ->     8     0.00005600    20.36665311
    4   ->    11     0.00003613    20.56250692
    3   ->    10     0.00002875    20.51969487
    5   ->    12     0.00002401    24.49461823
    1   ->     9     0.00001570    27.91456475
    5   ->    11     0.00001380    20.11380868
    1   ->    11     0.00001368    30.00752322
    2   ->     8     0.00001293    16.21280291
    2   ->    11     0.00001281    25.85367303
    5   ->     8     0.00001082    10.47293856
    4   ->    10     0.00001065    19.62492412
    1   ->    10     0.00001052    29.06994042
    6   ->     9     0.00000945    16.24325264
    2   ->     7     0.00000940     9.62611243
    4   ->     9     0.00000622    18.46954845
    3   ->     9     0.00000423    19.36431920
    4   ->    12     0.00000275    24.94331648
    5   ->     9     0.00000229    18.02085020
    6   ->    11     0.00000193    18.33621111
    3   ->    11     0.00000155    21.45727767
    2   ->    12     0.00000098    30.23448259
    2   ->    10     0.00000089    24.91609023
    1   ->    12     0.00000088    34.38833278
    6   ->    12     0.00000065    22.71702067
    6   ->    10     0.00000019    17.39862831
    3   ->     8     0.00000013    11.81640756
    1   ->     7     0.00000003    13.77996263

  Energy       5     8.9224608315E+00 eV  S

  Transition         Weight        KS [eV]
 =============================================
    6   ->     8     0.99734436     8.69534100
    4   ->     8     0.07280800    10.92163681
    1   ->     8     0.00112384    20.36665311
    2   ->     7     0.00085279     9.62611243
    4   ->     7     0.00083201     4.33494633
    6   ->     7     0.00052340     2.10865052
    2   ->     8     0.00049342    16.21280291
    5   ->     7     0.00011784     3.88624808
    3   ->    11     0.00004634    21.45727767
    1   ->     7     0.00004077    13.77996263
    3   ->     7     0.00002966     5.22971708
    3   ->     9     0.00002779    19.36431920
    6   ->    10     0.00002572    17.39862831
    3   ->     8     0.00002423    11.81640756
    6   ->    12     0.00002390    22.71702067
    1   ->    12     0.00002312    34.38833278
    5   ->     8     0.00001815    10.47293856
    4   ->     9     0.00001433    18.46954845
    5   ->    11     0.00001186    20.11380868
    6   ->     9     0.00001066    16.24325264
    5   ->    10     0.00000791    19.17622587
    3   ->    10     0.00000737    20.51969487
    4   ->    12     0.00000204    24.94331648
    2   ->    12     0.00000154    30.23448259
    2   ->    11     0.00000102    25.85367303
    4   ->    10     0.00000078    19.62492412
    6   ->    11     0.00000077    18.33621111
    2   ->    10     0.00000067    24.91609023
    2   ->     9     0.00000034    23.76071455
    3   ->    12     0.00000030    25.83808723
    5   ->     9     0.00000019    18.02085020
    5   ->    12     0.00000013    24.49461823
    1   ->    11     0.00000012    30.00752322
    1   ->    10     0.00000009    29.06994042
    1   ->     9     0.00000003    27.91456475
    4   ->    11     0.00000001    20.56250692

  Energy       6     9.6534131429E+00 eV  S

  Transition         Weight        KS [eV]
 =============================================
    2   ->     7     0.99999952     9.62611243
    4   ->     8     0.00084473    10.92163681
    6   ->     8     0.00039330     8.69534100
    3   ->     9     0.00020153    19.36431920
    5   ->    11     0.00018263    20.11380868
    2   ->    10     0.00008869    24.91609023
    5   ->    10     0.00007238    19.17622587
    4   ->    10     0.00005769    19.62492412
    1   ->    12     0.00002012    34.38833278
    4   ->    11     0.00001838    20.56250692
    2   ->    11     0.00001833    25.85367303
    4   ->    12     0.00001789    24.94331648
    1   ->     8     0.00001435    20.36665311
    2   ->     8     0.00001294    16.21280291
    2   ->    12     0.00001252    30.23448259
    3   ->    11     0.00001164    21.45727767
    3   ->     8     0.00001122    11.81640756
    5   ->     9     0.00000928    18.02085020
    1   ->    10     0.00000851    29.06994042
    2   ->     9     0.00000539    23.76071455
    6   ->    12     0.00000503    22.71702067
    6   ->     7     0.00000373     2.10865052
    6   ->    10     0.00000332    17.39862831
    4   ->     9     0.00000285    18.46954845
    6   ->    11     0.00000284    18.33621111
    4   ->     7     0.00000224     4.33494633
    3   ->    12     0.00000200    25.83808723
    3   ->     7     0.00000166     5.22971708
    5   ->    12     0.00000117    24.49461823
    1   ->    11     0.00000108    30.00752322
    1   ->     7     0.00000074    13.77996263
    5   ->     8     0.00000069    10.47293856
    1   ->     9     0.00000057    27.91456475
