# MULLIKEN CHARGES of excited state S 1
#  Natoms =   6
# Atom        netCharge
#=========================================
    1       0.12229011
    2      -0.14108968
    3       0.21022362
    4       0.30961293
    5       0.27144212
    6       0.22752090
