
  Energy       1     4.1955005999E+00 eV  S

  Transition         Weight        KS [eV]
 =============================================
    6   ->     7     0.99934751     4.01912731
    5   ->     7     0.03608815     5.44891752
    6   ->     9     0.00096644    17.53500170
    4   ->     8     0.00096382    16.35708406
    5   ->     9     0.00032822    18.96479191
    4   ->     7     0.00027003     7.29419080
    2   ->     8     0.00021486    20.06324367
    3   ->     7     0.00019700     8.34394408
    1   ->    12     0.00016835    41.36684519
    4   ->    12     0.00015487    31.20907197
    3   ->     9     0.00006870    21.85981847
    2   ->    12     0.00006079    34.91523158
    2   ->     7     0.00005751    11.00035040
    2   ->    10     0.00005567    26.80819104
    3   ->    11     0.00004059    24.76014121
    1   ->     8     0.00003856    26.51485728
    2   ->     9     0.00003711    24.51622480
    3   ->    10     0.00002812    24.15178471
    4   ->    11     0.00002662    23.71038794
    6   ->    11     0.00002661    20.43532444
    5   ->    12     0.00002136    29.36379869
    5   ->     8     0.00002018    14.51181079
    4   ->     9     0.00002008    20.81006519
    3   ->     8     0.00001672    17.40683734
    4   ->    10     0.00001431    23.10203143
    2   ->    11     0.00001298    27.41654754
    1   ->     7     0.00001114    17.45196402
    1   ->    10     0.00000748    33.25980465
    1   ->    11     0.00000657    33.86816115
    5   ->    10     0.00000500    21.25675816
    6   ->    10     0.00000333    19.82696794
    1   ->     9     0.00000268    30.96783841
    5   ->    11     0.00000204    21.86511466
    3   ->    12     0.00000073    32.25882525
    6   ->    12     0.00000068    27.93400848
    6   ->     8     0.00000001    13.08202057

  Energy       2     6.5246981414E+00 eV  S

  Transition         Weight        KS [eV]
 =============================================
    5   ->     7     0.96227943     5.44891752
    4   ->     7     0.27131772     7.29419080
    6   ->     7     0.01734945     4.01912731
    3   ->     7     0.00811550     8.34394408
    4   ->    12     0.00392554    31.20907197
    1   ->    12     0.00375443    41.36684519
    6   ->     8     0.00222960    13.08202057
    2   ->    12     0.00127931    34.91523158
    5   ->     9     0.00068838    18.96479191
    3   ->    10     0.00062036    24.15178471
    3   ->     8     0.00053065    17.40683734
    4   ->    11     0.00052571    23.71038794
    5   ->    12     0.00046008    29.36379869
    2   ->     7     0.00034314    11.00035040
    2   ->    11     0.00032197    27.41654754
    6   ->    10     0.00020873    19.82696794
    5   ->     8     0.00020694    14.51181079
    1   ->    11     0.00019707    33.86816115
    6   ->     9     0.00010298    17.53500170
    4   ->     9     0.00008797    20.81006519
    4   ->     8     0.00006837    16.35708406
    1   ->     7     0.00006357    17.45196402
    6   ->    12     0.00005630    27.93400848
    1   ->     9     0.00003248    30.96783841
    2   ->     9     0.00002968    24.51622480
    4   ->    10     0.00001936    23.10203143
    2   ->     8     0.00001687    20.06324367
    3   ->    12     0.00001190    32.25882525
    1   ->    10     0.00000977    33.25980465
    1   ->     8     0.00000642    26.51485728
    2   ->    10     0.00000423    26.80819104
    6   ->    11     0.00000334    20.43532444
    3   ->     9     0.00000207    21.85981847
    5   ->    10     0.00000125    21.25675816
    5   ->    11     0.00000089    21.86511466
    3   ->    11     0.00000038    24.76014121

  Energy       3     7.6672998566E+00 eV  S

  Transition         Weight        KS [eV]
 =============================================
    4   ->     7     0.99011179     7.29419080
    5   ->     7     0.13653585     5.44891752
    3   ->     7     0.03049321     8.34394408
    6   ->     8     0.00872092    13.08202057
    6   ->     7     0.00354696     4.01912731
    4   ->    12     0.00280926    31.20907197
    1   ->    12     0.00272503    41.36684519
    4   ->     9     0.00097333    20.81006519
    2   ->    12     0.00088813    34.91523158
    3   ->    10     0.00050755    24.15178471
    6   ->     9     0.00048858    17.53500170
    4   ->    11     0.00042335    23.71038794
    5   ->     9     0.00036560    18.96479191
    2   ->    11     0.00033481    27.41654754
    5   ->    12     0.00032036    29.36379869
    2   ->     9     0.00012240    24.51622480
    1   ->    11     0.00010483    33.86816115
    3   ->     8     0.00009482    17.40683734
    2   ->     8     0.00006511    20.06324367
    6   ->    12     0.00005586    27.93400848
    4   ->    10     0.00004722    23.10203143
    4   ->     8     0.00002326    16.35708406
    1   ->     8     0.00002318    26.51485728
    1   ->     7     0.00002312    17.45196402
    5   ->    10     0.00001865    21.25675816
    6   ->    10     0.00001814    19.82696794
    3   ->    11     0.00001733    24.76014121
    3   ->    12     0.00001309    32.25882525
    5   ->     8     0.00001208    14.51181079
    2   ->     7     0.00000620    11.00035040
    2   ->    10     0.00000477    26.80819104
    5   ->    11     0.00000332    21.86511466
    6   ->    11     0.00000182    20.43532444
    1   ->     9     0.00000084    30.96783841
    1   ->    10     0.00000068    33.25980465
    3   ->     9     0.00000010    21.85981847

  Energy       4     8.4056197862E+00 eV  S

  Transition         Weight        KS [eV]
 =============================================
    3   ->     7     0.99990484     8.34394408
    4   ->     7     0.01036141     7.29419080
    5   ->     7     0.00905531     5.44891752
    6   ->     8     0.00060185    13.08202057
    6   ->     7     0.00043152     4.01912731
    4   ->    12     0.00042155    31.20907197
    1   ->    12     0.00035014    41.36684519
    2   ->     7     0.00017283    11.00035040
    2   ->    12     0.00015135    34.91523158
    3   ->     8     0.00014592    17.40683734
    5   ->     9     0.00013796    18.96479191
    1   ->    11     0.00005800    33.86816115
    3   ->    11     0.00005120    24.76014121
    6   ->    10     0.00004719    19.82696794
    5   ->    12     0.00004465    29.36379869
    4   ->     8     0.00003869    16.35708406
    4   ->    10     0.00003159    23.10203143
    4   ->    11     0.00002545    23.71038794
    2   ->     8     0.00002156    20.06324367
    2   ->    10     0.00001605    26.80819104
    6   ->     9     0.00001527    17.53500170
    5   ->     8     0.00001177    14.51181079
    6   ->    12     0.00001006    27.93400848
    4   ->     9     0.00000825    20.81006519
    1   ->    10     0.00000792    33.25980465
    1   ->     9     0.00000723    30.96783841
    6   ->    11     0.00000714    20.43532444
    3   ->    12     0.00000645    32.25882525
    1   ->     8     0.00000409    26.51485728
    2   ->    11     0.00000404    27.41654754
    1   ->     7     0.00000233    17.45196402
    5   ->    11     0.00000154    21.86511466
    3   ->    10     0.00000079    24.15178471
    3   ->     9     0.00000003    21.85981847
    2   ->     9     0.00000000    24.51622480
    5   ->    10     0.00000000    21.25675816

  Energy       5     1.1038254585E+01 eV  S

  Transition         Weight        KS [eV]
 =============================================
    2   ->     7     0.99999823    11.00035040
    6   ->     8     0.00182358    13.08202057
    5   ->     8     0.00026088    14.51181079
    3   ->     8     0.00024274    17.40683734
    4   ->     9     0.00021125    20.81006519
    6   ->    10     0.00011122    19.82696794
    5   ->     7     0.00009390     5.44891752
    6   ->     9     0.00008113    17.53500170
    3   ->     7     0.00007635     8.34394408
    2   ->     9     0.00007586    24.51622480
    4   ->     8     0.00005577    16.35708406
    4   ->    12     0.00003530    31.20907197
    5   ->     9     0.00003098    18.96479191
    2   ->     8     0.00002620    20.06324367
    3   ->    10     0.00002542    24.15178471
    1   ->    11     0.00002483    33.86816115
    3   ->    11     0.00002008    24.76014121
    1   ->    12     0.00001646    41.36684519
    2   ->    12     0.00001595    34.91523158
    6   ->     7     0.00001584     4.01912731
    2   ->    10     0.00001584    26.80819104
    2   ->    11     0.00001395    27.41654754
    1   ->     9     0.00001305    30.96783841
    5   ->    10     0.00000913    21.25675816
    1   ->    10     0.00000378    33.25980465
    5   ->    12     0.00000350    29.36379869
    6   ->    11     0.00000223    20.43532444
    3   ->     9     0.00000197    21.85981847
    4   ->    10     0.00000167    23.10203143
    3   ->    12     0.00000152    32.25882525
    1   ->     7     0.00000111    17.45196402
    4   ->    11     0.00000075    23.71038794
    6   ->    12     0.00000045    27.93400848
    1   ->     8     0.00000036    26.51485728
    5   ->    11     0.00000022    21.86511466
    4   ->     7     0.00000001     7.29419080

  Energy       6     1.3766109610E+01 eV  S

  Transition         Weight        KS [eV]
 =============================================
    6   ->     8     0.99486225    13.08202057
    5   ->     8     0.10057190    14.51181079
    4   ->     9     0.01088447    20.81006519
    2   ->     9     0.00282670    24.51622480
    3   ->     8     0.00122972    17.40683734
    5   ->     7     0.00109781     5.44891752
    4   ->     7     0.00109736     7.29419080
    6   ->    10     0.00105552    19.82696794
    2   ->     7     0.00097435    11.00035040
    4   ->    12     0.00087150    31.20907197
    1   ->    12     0.00074705    41.36684519
    5   ->     9     0.00053322    18.96479191
    5   ->    10     0.00028360    21.25675816
    2   ->    12     0.00027839    34.91523158
    4   ->    10     0.00026442    23.10203143
    6   ->     9     0.00021882    17.53500170
    2   ->    11     0.00014796    27.41654754
    1   ->     9     0.00012529    30.96783841
    2   ->    10     0.00010783    26.80819104
    4   ->    11     0.00009913    23.71038794
    5   ->    12     0.00009286    29.36379869
    3   ->    10     0.00004646    24.15178471
    3   ->     7     0.00004493     8.34394408
    1   ->    11     0.00004245    33.86816115
    6   ->    12     0.00003479    27.93400848
    3   ->     9     0.00003470    21.85981847
    6   ->     7     0.00002829     4.01912731
    1   ->     7     0.00001854    17.45196402
    4   ->     8     0.00001616    16.35708406
    2   ->     8     0.00000572    20.06324367
    3   ->    11     0.00000501    24.76014121
    6   ->    11     0.00000061    20.43532444
    1   ->     8     0.00000059    26.51485728
