# MULLIKEN CHARGES of excited state S 1
#  Natoms =   6
# Atom        netCharge
#=========================================
    1       0.18427072
    2      -0.14263522
    3       0.20435467
    4       0.26480519
    5       0.28400970
    6       0.20519494
