# MULLIKEN CHARGES of excited state S 1
#  Natoms =   6
# Atom        netCharge
#=========================================
    1      -0.05257561
    2      -0.08647980
    3       0.26577803
    4       0.28965568
    5       0.29280785
    6       0.29081386
