# MULLIKEN CHARGES of excited state S 1
#  Natoms =   6
# Atom        netCharge
#=========================================
    1       0.04987909
    2      -0.09902422
    3       0.25104790
    4       0.27596316
    5       0.30329714
    6       0.21883693
