# MULLIKEN CHARGES of excited state S 1
#  Natoms =   6
# Atom        netCharge
#=========================================
    1       0.01973525
    2      -0.08264483
    3       0.25459485
    4       0.27696326
    5       0.30229431
    6       0.22905716
