# MULLIKEN CHARGES of excited state S 1
#  Natoms =   6
# Atom        netCharge
#=========================================
    1      -0.03635289
    2      -0.10453928
    3       0.28666468
    4       0.29232923
    5       0.29234516
    6       0.26955309
