# MULLIKEN CHARGES of excited state S 1
#  Natoms =   6
# Atom        netCharge
#=========================================
    1      -0.03490155
    2      -0.10382427
    3       0.28813885
    4       0.29646709
    5       0.28913531
    6       0.26498457
