
  Energy       1     3.3950295780E+00 eV  S

  Transition         Weight        KS [eV]
 =============================================
    6   ->     7     0.99778327     2.98829562
    5   ->     7     0.06641218     5.46009524
    3   ->     7     0.00374594     7.60120276
    4   ->    12     0.00136629    28.05544797
    1   ->    12     0.00110562    38.10274384
    6   ->     8     0.00052161    14.48258691
    5   ->     9     0.00047056    19.06576509
    2   ->    12     0.00030792    31.93677604
    4   ->     8     0.00028187    18.17731737
    4   ->    10     0.00020736    22.28445515
    5   ->     8     0.00018962    16.95438653
    4   ->     7     0.00015768     6.68302607
    3   ->    10     0.00013911    23.20263184
    6   ->     9     0.00011878    16.59396547
    2   ->    11     0.00011565    27.01782812
    2   ->     7     0.00009549    10.56435415
    4   ->    11     0.00007233    23.13650004
    2   ->     8     0.00006838    22.05864544
    3   ->    11     0.00005680    24.05467673
    2   ->     9     0.00004651    24.17002400
    3   ->     9     0.00004214    21.20687261
    1   ->    10     0.00002839    32.33175102
    3   ->    12     0.00002488    28.97362465
    2   ->    10     0.00001810    26.16578323
    5   ->    12     0.00001741    26.83251713
    1   ->     9     0.00001648    30.33599179
    1   ->     7     0.00001609    16.73032194
    4   ->     9     0.00001268    20.28869593
    5   ->    10     0.00001088    21.06152432
    6   ->    12     0.00000859    24.36071751
    1   ->    11     0.00000813    33.18379591
    5   ->    11     0.00000361    21.91356921
    1   ->     8     0.00000322    28.22461323
    6   ->    10     0.00000031    18.58972469
    6   ->    11     0.00000009    19.44176959
    3   ->     8     0.00000003    19.09549405

  Energy       2     6.2369631171E+00 eV  S

  Transition         Weight        KS [eV]
 =============================================
    5   ->     7     0.99191417     5.46009524
    4   ->     7     0.10655271     6.68302607
    3   ->     7     0.06633333     7.60120276
    6   ->     7     0.01734000     2.98829562
    4   ->    12     0.00446517    28.05544797
    6   ->     8     0.00440619    14.48258691
    1   ->    12     0.00328207    38.10274384
    2   ->    12     0.00098251    31.93677604
    4   ->    10     0.00052717    22.28445515
    4   ->     9     0.00050919    20.28869593
    3   ->    10     0.00033675    23.20263184
    6   ->     9     0.00031805    16.59396547
    4   ->    11     0.00026978    23.13650004
    2   ->    11     0.00018128    27.01782812
    3   ->    11     0.00013675    24.05467673
    1   ->    10     0.00011993    32.33175102
    3   ->    12     0.00007547    28.97362465
    2   ->    10     0.00006495    26.16578323
    5   ->    12     0.00006003    26.83251713
    1   ->    11     0.00004821    33.18379591
    2   ->     9     0.00004719    24.17002400
    5   ->     8     0.00004370    16.95438653
    2   ->     8     0.00003529    22.05864544
    6   ->    10     0.00003376    18.58972469
    6   ->    12     0.00002478    24.36071751
    1   ->     7     0.00001771    16.73032194
    3   ->     9     0.00001571    21.20687261
    5   ->     9     0.00001545    19.06576509
    3   ->     8     0.00001021    19.09549405
    4   ->     8     0.00000723    18.17731737
    1   ->     8     0.00000592    28.22461323
    2   ->     7     0.00000389    10.56435415
    5   ->    11     0.00000310    21.91356921
    6   ->    11     0.00000224    19.44176959
    1   ->     9     0.00000140    30.33599179
    5   ->    10     0.00000025    21.06152432

  Energy       3     6.7837890223E+00 eV  S

  Transition         Weight        KS [eV]
 =============================================
    4   ->     7     0.99837860     6.68302607
    5   ->     7     0.05387587     5.46009524
    3   ->     7     0.01825306     7.60120276
    6   ->     8     0.00123823    14.48258691
    6   ->     7     0.00121955     2.98829562
    6   ->     9     0.00059805    16.59396547
    4   ->    12     0.00059189    28.05544797
    1   ->    12     0.00050470    38.10274384
    4   ->     9     0.00039986    20.28869593
    5   ->     9     0.00021550    19.06576509
    3   ->    10     0.00021140    23.20263184
    2   ->     9     0.00019693    24.17002400
    4   ->     8     0.00019277    18.17731737
    4   ->    10     0.00019265    22.28445515
    2   ->    12     0.00011556    31.93677604
    4   ->    11     0.00008741    23.13650004
    2   ->    10     0.00007027    26.16578323
    2   ->     8     0.00005503    22.05864544
    5   ->     8     0.00003837    16.95438653
    3   ->    12     0.00003231    28.97362465
    1   ->     8     0.00003231    28.22461323
    2   ->     7     0.00002882    10.56435415
    2   ->    11     0.00002687    27.01782812
    3   ->     8     0.00000833    19.09549405
    6   ->    12     0.00000812    24.36071751
    3   ->    11     0.00000615    24.05467673
    5   ->    12     0.00000506    26.83251713
    3   ->     9     0.00000488    21.20687261
    1   ->     7     0.00000319    16.73032194
    5   ->    11     0.00000211    21.91356921
    5   ->    10     0.00000206    21.06152432
    1   ->    11     0.00000179    33.18379591
    6   ->    11     0.00000172    19.44176959
    1   ->     9     0.00000019    30.33599179
    6   ->    10     0.00000017    18.58972469
    1   ->    10     0.00000014    32.33175102

  Energy       4     7.8551562427E+00 eV  S

  Transition         Weight        KS [eV]
 =============================================
    3   ->     7     0.99936967     7.60120276
    5   ->     7     0.03503810     5.46009524
    4   ->     7     0.00364829     6.68302607
    6   ->     7     0.00251723     2.98829562
    4   ->    12     0.00231477    28.05544797
    6   ->     8     0.00229092    14.48258691
    1   ->    12     0.00135516    38.10274384
    2   ->    12     0.00057003    31.93677604
    3   ->     8     0.00023885    19.09549405
    1   ->    11     0.00020150    33.18379591
    4   ->    10     0.00014100    22.28445515
    2   ->     7     0.00013658    10.56435415
    6   ->    10     0.00012206    18.58972469
    5   ->     8     0.00009499    16.95438653
    5   ->     9     0.00008957    19.06576509
    4   ->     9     0.00008854    20.28869593
    1   ->    10     0.00008703    32.33175102
    3   ->    12     0.00003933    28.97362465
    4   ->     8     0.00003294    18.17731737
    5   ->    12     0.00003267    26.83251713
    6   ->     9     0.00002921    16.59396547
    2   ->    10     0.00002394    26.16578323
    6   ->    11     0.00002023    19.44176959
    5   ->    10     0.00001630    21.06152432
    5   ->    11     0.00001254    21.91356921
    4   ->    11     0.00001207    23.13650004
    6   ->    12     0.00001166    24.36071751
    1   ->     7     0.00000708    16.73032194
    3   ->    11     0.00000688    24.05467673
    3   ->     9     0.00000566    21.20687261
    1   ->     8     0.00000439    28.22461323
    1   ->     9     0.00000316    30.33599179
    2   ->    11     0.00000306    27.01782812
    2   ->     9     0.00000247    24.17002400
    2   ->     8     0.00000046    22.05864544
    3   ->    10     0.00000001    23.20263184

  Energy       5     1.0604331869E+01 eV  S

  Transition         Weight        KS [eV]
 =============================================
    2   ->     7     0.99999991    10.56435415
    6   ->     9     0.00020182    16.59396547
    4   ->     9     0.00019044    20.28869593
    5   ->     9     0.00017378    19.06576509
    5   ->     8     0.00015584    16.95438653
    3   ->    11     0.00014859    24.05467673
    2   ->     8     0.00010148    22.05864544
    6   ->     8     0.00009294    14.48258691
    3   ->     7     0.00006227     7.60120276
    6   ->    11     0.00004986    19.44176959
    4   ->     8     0.00004681    18.17731737
    2   ->     9     0.00004377    24.17002400
    2   ->    10     0.00002932    26.16578323
    4   ->    10     0.00002188    22.28445515
    3   ->     8     0.00001913    19.09549405
    1   ->    11     0.00001689    33.18379591
    5   ->    11     0.00001559    21.91356921
    1   ->     9     0.00001506    30.33599179
    2   ->    11     0.00001027    27.01782812
    1   ->    10     0.00000996    32.33175102
    4   ->    12     0.00000990    28.05544797
    6   ->     7     0.00000907     2.98829562
    3   ->    12     0.00000897    28.97362465
    1   ->    12     0.00000679    38.10274384
    4   ->     7     0.00000676     6.68302607
    4   ->    11     0.00000469    23.13650004
    3   ->     9     0.00000443    21.20687261
    3   ->    10     0.00000388    23.20263184
    2   ->    12     0.00000317    31.93677604
    1   ->     8     0.00000256    28.22461323
    5   ->     7     0.00000190     5.46009524
    1   ->     7     0.00000166    16.73032194
    6   ->    12     0.00000150    24.36071751
    5   ->    10     0.00000089    21.06152432
    6   ->    10     0.00000006    18.58972469
    5   ->    12     0.00000001    26.83251713

  Energy       6     1.4953641162E+01 eV  S

  Transition         Weight        KS [eV]
 =============================================
    6   ->     8     0.99980600    14.48258691
    5   ->     8     0.01812208    16.95438653
    4   ->     9     0.00680173    20.28869593
    4   ->    12     0.00210136    28.05544797
    2   ->     9     0.00155518    24.17002400
    4   ->    10     0.00137510    22.28445515
    1   ->    12     0.00118539    38.10274384
    4   ->     8     0.00103033    18.17731737
    6   ->    10     0.00080774    18.58972469
    5   ->     7     0.00070902     5.46009524
    5   ->    10     0.00054654    21.06152432
    2   ->    12     0.00049528    31.93677604
    3   ->     8     0.00038135    19.09549405
    5   ->     9     0.00029334    19.06576509
    3   ->     7     0.00024879     7.60120276
    3   ->     9     0.00016547    21.20687261
    6   ->    11     0.00016359    19.44176959
    2   ->     8     0.00011459    22.05864544
    2   ->    10     0.00009613    26.16578323
    2   ->    11     0.00008743    27.01782812
    4   ->    11     0.00007756    23.13650004
    6   ->     7     0.00007572     2.98829562
    4   ->     7     0.00007165     6.68302607
    1   ->     9     0.00005991    30.33599179
    1   ->    11     0.00004813    33.18379591
    5   ->    11     0.00004341    21.91356921
    3   ->    11     0.00003787    24.05467673
    6   ->    12     0.00003778    24.36071751
    2   ->     7     0.00003458    10.56435415
    1   ->    10     0.00002409    32.33175102
    3   ->    12     0.00002090    28.97362465
    5   ->    12     0.00001406    26.83251713
    1   ->     7     0.00001254    16.73032194
