          36           8
     1   S    8.8109039989E-02
 -8.5392759353E-01  1.7431658796E-01  1.7496194772E-01  6.4381284608E-02  7.4727080033E-03  5.7903453825E-02
  1.9611969295E-02 -1.2155320463E-01  9.8921162907E-03 -6.0494793417E-03  1.3432194063E-02  2.0747739876E-04
 -3.4156416216E-03 -2.2751730668E-02  5.4849509898E-03 -3.2306055636E-03  9.6387046472E-03  2.8472739887E-03
  7.6109241004E-04  9.7885332519E-03 -1.0959529471E-02 -3.0458821167E-03  9.3471467144E-03 -5.7973517719E-03
  4.2077780602E-02 -7.3256197148E-03 -6.3970582622E-03  2.1044851747E-03 -3.0986951558E-03 -4.3062127237E-03
  4.4594924601E-03  8.7812461221E-03 -1.5198168536E-03 -1.4697943951E-03  1.3872515494E-03 -9.3734018400E-03
     2   S    1.5660538824E-01
  4.7642739158E-02  9.0632710212E-01 -3.8891077848E-01 -4.2144121015E-02 -2.4251237741E-03 -2.6242790915E-02
 -5.0742275014E-03  4.5157748513E-02 -5.8480187333E-03  7.7716014066E-04 -6.2113670015E-03 -8.8202836018E-03
 -1.9717200469E-03  1.0373254729E-02  2.3978987499E-03  1.2926803790E-02  1.5042392508E-02 -4.7993711581E-03
  7.6903185292E-05  1.0120832148E-02 -6.0956571485E-03 -4.5542400664E-03 -8.1703333954E-03  3.3239492728E-03
 -1.7259650340E-02 -6.6673744933E-03 -1.1679062670E-03 -2.6325763623E-03 -4.3672038734E-03 -3.8082234738E-03
  9.1250093195E-03  2.8064739925E-03 -2.3813783489E-04  1.4530663491E-03 -8.9727773135E-04  2.2711393649E-03
     3   S    1.7920093975E-01
 -8.6579395333E-02 -3.0709368279E-01 -8.5606625831E-01  2.8889802052E-01  4.0394486808E-03  6.4044420407E-02
  1.9558482499E-02 -1.1839919172E-01  1.1367001170E-02 -3.0027932457E-03  1.6658988525E-02  9.2245049103E-03
 -2.3150997034E-03 -2.1651641678E-02 -7.1280602206E-03 -1.4434263240E-02 -8.9175988694E-03  8.1480888904E-03
 -3.5385962236E-03  2.3709588835E-03  1.8398473114E-03 -1.9377052269E-03  8.9082221685E-03 -6.2413118675E-03
  3.9721343662E-02  2.3115596654E-03 -1.1033455189E-03  4.7841571831E-03  8.0647859597E-03  1.8666371491E-03
 -1.5042588786E-03  1.6974050614E-03 -1.7624356517E-03 -1.3779737733E-03 -1.2190524853E-04 -5.9741481519E-03
     4   S    1.9822362977E-01
  4.9415738917E-02  1.0921107023E-01  2.1428214139E-01  9.4744069709E-01 -1.1115178505E-02 -4.8081847869E-02
 -1.6655767640E-02  8.4279974216E-02 -1.0815927350E-02  1.7061110935E-04 -6.9491695812E-03 -1.0516268477E-03
  3.2580632064E-03  1.3537312549E-02 -9.7635513156E-04  7.2424645271E-03 -1.0737850486E-02  4.1446721698E-03
 -6.0072111005E-03 -2.0939312820E-03  1.6915561004E-03  6.4129162529E-03 -4.7155678791E-04  3.4260019423E-03
 -2.9148291297E-02  8.5230533505E-03 -3.1247958104E-03 -7.4425692798E-03 -3.6332494891E-04 -9.5116361827E-03
  6.0514211656E-04 -4.0210818973E-04 -4.0812438115E-03 -2.8356083860E-03  3.7893018427E-03 -4.5004024973E-04
     5   S    3.5202989640E-01
 -1.2174291650E-03 -9.2128060575E-04 -1.0053058837E-03 -4.2701015240E-03 -9.9723614372E-01  4.4348933052E-02
  6.4969752222E-04 -7.4030507329E-03  6.5104011019E-03  1.1932003189E-03 -4.0193513915E-03 -4.4010646733E-03
  3.0197710625E-03 -1.7356216237E-03  9.7579111887E-03  1.0950464756E-03  1.0802230304E-02 -1.3541580155E-02
  9.6386382194E-03 -1.0571934335E-02  6.7840639643E-04  2.5847332282E-03 -1.6895971263E-03  2.0570746307E-03
  3.2611556980E-03 -4.0899122697E-03  1.0085761070E-03  4.7957418858E-03 -8.6896018850E-03  3.6952234685E-03
 -5.4599560359E-03  5.5831775706E-04  3.9273130050E-03  3.6688781890E-03 -1.0089380309E-04  4.4952020039E-03
     6   S    3.6957776663E-01
  1.1543517125E-02  1.4913174735E-02  1.8648450563E-02  1.0842673091E-02  4.0650518624E-02  9.7761024764E-01
 -2.9246401313E-02  1.7181023687E-01 -1.4532567956E-02  4.9455603006E-03 -1.0745887776E-02 -5.7075515452E-03
  1.1883367440E-03  1.9056263013E-02 -3.6504261975E-03  1.0223521062E-02  1.8604828938E-03 -3.9509813834E-03
 -2.5437285171E-03  1.3170446839E-03  3.1355323498E-03 -2.3667973711E-04 -9.3427216627E-03  5.2147874461E-03
 -3.0198208565E-02  1.8302085174E-03  1.0542489079E-03 -2.4959002674E-03 -2.7669940516E-04 -2.7722118525E-03
  3.6017645764E-03 -1.4533137008E-03 -8.1710716530E-04  1.3609492055E-03 -1.6054127977E-04  5.0162141819E-03
     7   S    4.4900325466E-01
