# MULLIKEN CHARGES of excited state S 1
#  Natoms =   6
# Atom        netCharge
#=========================================
    1      -0.08478581
    2      -0.12256019
    3       0.30532473
    4       0.29418528
    5       0.29232190
    6       0.31551409
