          36           8
     1   S    1.7045386600E-01
 -9.6174080778E-01  2.2714549447E-01 -1.0154664694E-02 -1.4022244619E-02  5.3052429179E-03  3.5593738746E-03
  5.8204161245E-03 -1.9331301418E-02 -2.0803986881E-02 -2.2801414328E-03  4.4670770779E-03  1.5364996993E-02
 -2.4658476542E-04 -3.3972282206E-03  2.4198812606E-06 -9.5293128170E-03  5.1794099250E-03  1.0657689532E-03
  5.3800855704E-05 -6.7585974686E-03  3.2506683679E-04 -6.4976519846E-03  1.0740748807E-03  7.5192399271E-03
  3.4878117737E-03  1.0392740958E-03 -6.3121414960E-03 -1.8634596594E-03 -1.9003107833E-03  4.0189264696E-03
 -1.4837670136E-02  5.1498683018E-04 -2.7562221209E-03  8.1825618095E-05  7.7489238892E-03 -1.4066372934E-02
     2   S    2.5997200169E-01
  1.4411043936E-01  8.1991267954E-01  3.9231117296E-01  1.0241421385E-01 -9.7616247172E-03 -5.8465202495E-02
 -1.0703736401E-02  5.9086075392E-03 -1.1502734956E-02  5.1383472525E-03 -1.9331476358E-02 -2.0201590124E-02
 -3.1087029143E-02  5.6164974414E-03  5.9835817450E-03 -2.4909111059E-03 -2.5814982321E-04 -6.6870623609E-04
 -2.1330625675E-03  1.9665767804E-02 -8.8096941778E-03  6.8989822898E-03 -1.2966649471E-02 -1.9258291020E-02
  1.4068276243E-03 -1.4522224626E-02  8.9241347828E-03  3.8827086272E-03  1.0190959678E-02 -1.2104628517E-02
  6.1781692394E-02  2.4069631786E-03  1.1859099631E-02 -4.9503007312E-03 -3.3611263019E-02  5.8030085904E-02
     3   S    2.8704885957E-01
  6.0427666854E-02  3.0892285028E-01 -9.1314416623E-01  1.0377630982E-01 -1.1973296703E-03 -6.1617615015E-02
  2.0330617939E-03 -6.8001565309E-03 -2.0702974440E-02  2.0836902629E-03 -7.0777241565E-03 -7.3210169370E-03
 -3.3312258873E-02 -1.6656935575E-03  1.6704201476E-03 -5.2938700930E-03  1.8483105401E-03  1.8875284464E-03
 -2.3032900236E-04  1.3546770333E-02 -5.8195465805E-03 -4.5652099543E-03 -1.2935417636E-02 -1.0470025444E-02
  3.5828189603E-03 -1.2814419208E-02  3.9623142279E-03  2.5267024359E-03  6.5112339613E-03 -5.6540300186E-03
  3.8283830073E-02  2.6844742101E-03  5.4655904126E-03 -3.9323499048E-03 -2.1497224841E-02  3.7188360074E-02
     4   S    3.2236076866E-01
  2.4571410283E-02  9.4843190148E-02 -5.2314760484E-02 -9.8718075967E-01 -8.9695949731E-03 -2.2048249543E-02
 -4.8348878225E-03  4.6174893963E-03  1.0821211295E-03  1.2814956614E-03 -1.3325855212E-02 -9.3340097739E-03
 -7.6989668276E-03  3.1938856132E-03  6.6908122633E-03  2.6113566329E-03 -3.4499854414E-04 -8.5274181266E-04
 -2.2793750700E-03  4.9017188446E-03  7.9411478896E-04  3.9868122977E-03 -3.0061408158E-03  1.9427318569E-03
  9.9049815672E-04 -1.7337970200E-03 -1.4135966087E-03  1.7931918701E-03  3.1577372748E-03 -4.5204289612E-03
  2.1004030953E-02  1.4353153461E-03  6.0418322603E-03 -5.5981412578E-03 -1.1828743728E-02  1.7720923972E-02
     5   S    4.1853261689E-01
 -3.1911809985E-03 -6.2462221060E-03 -5.8737351659E-04  6.0621283408E-03 -9.9861523225E-01 -2.3538822608E-02
  1.1615904433E-02 -5.6227025887E-03 -9.6145554703E-03 -2.5514450088E-04  9.0482618442E-03  5.8206076875E-03
 -9.2871984216E-03 -1.5960322597E-03 -6.7130463871E-03 -5.6166000292E-03  1.0624658542E-03  7.2795661874E-04
  2.4648317342E-03 -1.6935752775E-03 -2.8860286431E-03 -7.0557949529E-03  3.1616535735E-03 -5.3613368497E-03
 -8.0263025147E-04 -1.9164767520E-04  3.2494013968E-03 -9.8446138776E-04 -3.1344081742E-04  2.5173544385E-03
 -4.4888743650E-03 -1.1750188316E-03 -9.4451969387E-04  3.6658772188E-03  2.0609953300E-03 -2.6392664654E-03
     6   S    5.2234238741E-01
 -7.5579210315E-03 -3.3221451209E-02  1.7733694966E-02  7.2802651466E-03  1.5440550076E-02 -9.2954173851E-01
 -2.8846237151E-01 -1.9671395557E-02  6.6575635820E-03  9.1908317385E-04 -2.4850684766E-02  2.1159733771E-02
  1.1578755216E-01  1.5706344898E-02  2.3430136414E-02 -4.3377418327E-03  4.6135505949E-03 -8.0909405796E-03
 -1.0492710130E-02 -1.2213246501E-02  1.5185786270E-04  4.6896394092E-02  2.5301483850E-03  6.5365505476E-03
  6.8965990546E-04  6.6457220042E-03 -9.2427315126E-03 -3.4590649093E-03 -4.5005561448E-03 -5.0662683103E-03
 -2.6569727092E-02 -3.7238177982E-04 -5.8295618570E-03  2.8602894147E-03  1.9070941022E-02 -2.7282277069E-02
     7   S    5.5853876425E-01
 -5.2445780471E-04  5.0106977596E-03 -7.2751700817E-03  2.0190788447E-04 -1.2439425521E-02  2.5407760838E-01
 -9.4939481061E-01  1.8972891169E-02  4.2087769566E-03 -5.5767762253E-03  4.9679631959E-02 -6.1424776648E-03
 -1.0062199687E-01 -1.9405352775E-02 -2.9221336189E-02  4.6588503100E-03 -4.4318497732E-03  8.3228949014E-03
  1.1979638478E-02  2.2766191107E-03  3.0661289665E-03 -4.8443775222E-02  4.1657288468E-03  4.0165217763E-04
 -1.6010539005E-03 -3.4002294128E-04  6.0432357590E-03  1.4480420191E-03  1.7959002675E-04  9.4587043034E-03
