# MULLIKEN CHARGES of excited state S 1
#  Natoms =   6
# Atom        netCharge
#=========================================
    1       0.25798930
    2      -0.11654783
    3       0.17538158
    4       0.25020590
    5       0.25280867
    6       0.18016238
