# MULLIKEN CHARGES of excited state S 1
#  Natoms =   6
# Atom        netCharge
#=========================================
    1      -0.04700606
    2      -0.08546024
    3       0.28306357
    4       0.29695594
    5       0.28660765
    6       0.26583914
