
       #      w [eV]       Osc.Str.        Transition

 ==========================================================

       1      2.387       0.0384536        6   ->     7  
       2      4.949       0.0551310        5   ->     7  
       3      5.920       0.0214628        4   ->     7  
       4      6.427       0.0320308        3   ->     7  
       5     10.118       0.0026543        2   ->     7  
       6     14.621       0.0332872        6   ->     8  
       7     15.465       0.0065117        1   ->     7  
       8     16.050       0.1577022        6   ->     9  
       9     17.183       0.1499345        5   ->     8  
      10     17.388       0.1044975        6   ->    10  
      11     17.900       0.0152447        6   ->    11  
      12     18.154       0.4848375        4   ->     8  
      13     18.612       0.1294052        5   ->     9  
      14     18.661       0.0460470        3   ->     8  
      15     19.583       0.3181079        4   ->     9  
      16     19.950       0.3330412        5   ->    10  
      17     20.090       0.0784151        3   ->     9  
      18     20.462       0.0204769        5   ->    11  
      19     20.921       0.0145709        4   ->    10  
      20     21.096       0.0154354        6   ->    12  
      21     21.429       0.0274735        3   ->    10  
      22     21.433       0.1075225        4   ->    11  
      23     21.940       0.0750071        3   ->    11  
      24     22.352       0.0548906        2   ->     8  
      25     23.657       0.0246019        5   ->    12  
      26     23.781       0.1287252        2   ->     9  
      27     24.629       0.1707134        4   ->    12  
      28     25.119       0.1943769        2   ->    10  
      29     25.136       0.4699648        3   ->    12  
      30     25.631       0.2724787        2   ->    11  
      31     27.699       0.3643336        1   ->     8  
      32     28.826       0.2007868        2   ->    12  
      33     29.128       0.2018746        1   ->     9  
      34     30.466       0.3064760        1   ->    10  
      35     30.978       0.2957407        1   ->    11  
      36     34.173       0.0549124        1   ->    12  

