# MULLIKEN CHARGES of excited state S 1
#  Natoms =   6
# Atom        netCharge
#=========================================
    1       0.09047481
    2      -0.13511644
    3       0.22971572
    4       0.30459781
    5       0.27640738
    6       0.23392072
