
  Energy       1     2.9344301526E+00 eV  S

  Transition         Weight        KS [eV]
 =============================================
    6   ->     7     0.99789136     2.38686185
    5   ->     7     0.06357133     4.94865927
    3   ->     7     0.00910845     6.42724938
    4   ->     7     0.00776389     5.91991915
    4   ->     8     0.00488691    18.15409769
    1   ->     8     0.00103816    27.69879997
    4   ->     9     0.00099869    19.58302165
    4   ->    10     0.00080638    20.92119402
    6   ->     9     0.00062279    16.04996435
    4   ->    11     0.00050682    21.43308711
    1   ->     9     0.00048888    29.12772392
    3   ->    11     0.00040161    21.94041734
    1   ->    10     0.00031907    30.46589630
    1   ->    12     0.00031765    34.17332627
    2   ->     8     0.00028823    22.35171602
    1   ->    11     0.00026653    30.97778939
    5   ->     9     0.00025479    18.61176177
    2   ->     9     0.00024495    23.78063998
    6   ->    10     0.00022582    17.38813673
    2   ->    10     0.00017755    25.11881235
    5   ->     8     0.00016273    17.18283782
    4   ->    12     0.00014180    24.62862399
    6   ->    12     0.00007055    21.09556670
    5   ->    12     0.00005597    23.65736412
    2   ->    11     0.00001976    25.63070544
    5   ->    10     0.00001639    19.94993415
    1   ->     7     0.00001600    15.46462143
    3   ->    12     0.00001555    25.13595422
    2   ->     7     0.00001504    10.11753748
    6   ->    11     0.00001121    17.90002982
    5   ->    11     0.00001081    20.46182724
    6   ->     8     0.00000707    14.62104039
    3   ->    10     0.00000379    21.42852425
    3   ->     8     0.00000286    18.66142792
    2   ->    12     0.00000114    28.82624233
    3   ->     9     0.00000002    20.09035187

  Energy       2     5.2874535360E+00 eV  S

  Transition         Weight        KS [eV]
 =============================================
    5   ->     7     0.99539582     4.94865927
    4   ->     7     0.08848513     5.91991915
    3   ->     7     0.03507303     6.42724938
    6   ->     7     0.01061411     2.38686185
    4   ->     8     0.00321783    18.15409769
    4   ->     9     0.00139868    19.58302165
    6   ->     9     0.00108005    16.04996435
    1   ->     8     0.00079913    27.69879997
    4   ->    10     0.00044738    20.92119402
    4   ->    11     0.00027099    21.43308711
    2   ->     8     0.00026515    22.35171602
    1   ->    10     0.00025262    30.46589630
    1   ->     9     0.00023721    29.12772392
    1   ->    11     0.00018413    30.97778939
    1   ->    12     0.00018277    34.17332627
    3   ->    11     0.00017867    21.94041734
    2   ->    10     0.00016996    25.11881235
    4   ->    12     0.00013621    24.62862399
    5   ->     8     0.00013357    17.18283782
    2   ->    11     0.00007058    25.63070544
    6   ->    10     0.00005615    17.38813673
    6   ->    12     0.00005528    21.09556670
    5   ->    11     0.00003849    20.46182724
    3   ->     9     0.00003703    20.09035187
    5   ->    12     0.00003101    23.65736412
    5   ->    10     0.00002175    19.94993415
    3   ->    10     0.00001339    21.42852425
    2   ->     9     0.00001095    23.78063998
    6   ->     8     0.00000817    14.62104039
    3   ->     8     0.00000554    18.66142792
    1   ->     7     0.00000408    15.46462143
    3   ->    12     0.00000211    25.13595422
    2   ->    12     0.00000114    28.82624233
    2   ->     7     0.00000025    10.11753748
    5   ->     9     0.00000017    18.61176177
    6   ->    11     0.00000002    17.90002982

  Energy       3     6.0443112303E+00 eV  S

  Transition         Weight        KS [eV]
 =============================================
    4   ->     7     0.99249168     5.91991915
    3   ->     7     0.11710825     6.42724938
    5   ->     7     0.03520287     4.94865927
    6   ->     7     0.00206032     2.38686185
    4   ->     8     0.00104337    18.15409769
    4   ->     9     0.00082901    19.58302165
    6   ->     9     0.00061530    16.04996435
    1   ->     8     0.00041710    27.69879997
    4   ->    11     0.00015139    21.43308711
    4   ->    10     0.00014753    20.92119402
    1   ->    10     0.00011221    30.46589630
    2   ->    11     0.00010184    25.63070544
    2   ->     8     0.00008864    22.35171602
    4   ->    12     0.00007237    24.62862399
    2   ->    10     0.00007060    25.11881235
    1   ->    12     0.00006467    34.17332627
    1   ->     9     0.00005825    29.12772392
    3   ->     9     0.00005808    20.09035187
    5   ->    10     0.00005600    19.94993415
    3   ->    11     0.00005409    21.94041734
    5   ->     8     0.00005321    17.18283782
    6   ->    12     0.00004298    21.09556670
    3   ->    12     0.00003293    25.13595422
    1   ->    11     0.00003115    30.97778939
    5   ->     9     0.00003010    18.61176177
    5   ->    11     0.00002499    20.46182724
    6   ->    11     0.00000602    17.90002982
    3   ->     8     0.00000442    18.66142792
    6   ->    10     0.00000305    17.38813673
    5   ->    12     0.00000189    23.65736412
    3   ->    10     0.00000173    21.42852425
    2   ->     7     0.00000101    10.11753748
    2   ->     9     0.00000085    23.78063998
    6   ->     8     0.00000080    14.62104039
    1   ->     7     0.00000051    15.46462143
    2   ->    12     0.00000010    28.82624233

  Energy       4     6.7032186704E+00 eV  S

  Transition         Weight        KS [eV]
 =============================================
    3   ->     7     0.99688981     6.42724938
    4   ->     7     0.06913535     5.91991915
    5   ->     7     0.03727126     4.94865927
    6   ->     7     0.00447842     2.38686185
    4   ->     8     0.00388887    18.15409769
    1   ->     8     0.00138361    27.69879997
    4   ->     9     0.00126439    19.58302165
    6   ->     9     0.00098101    16.04996435
    4   ->    11     0.00086145    21.43308711
    4   ->    10     0.00064388    20.92119402
    4   ->    12     0.00057910    24.62862399
    1   ->    10     0.00043258    30.46589630
    1   ->     9     0.00042209    29.12772392
    3   ->     8     0.00030195    18.66142792
    5   ->     8     0.00023629    17.18283782
    2   ->     8     0.00023350    22.35171602
    2   ->     7     0.00020398    10.11753748
    2   ->    11     0.00014153    25.63070544
    2   ->     9     0.00013859    23.78063998
    6   ->    10     0.00012847    17.38813673
    5   ->     9     0.00012675    18.61176177
    2   ->    12     0.00009895    28.82624233
    1   ->    11     0.00008471    30.97778939
    3   ->    12     0.00008020    25.13595422
    6   ->    12     0.00006284    21.09556670
    2   ->    10     0.00005386    25.11881235
    6   ->    11     0.00004150    17.90002982
    1   ->    12     0.00003349    34.17332627
    5   ->    10     0.00002542    19.94993415
    5   ->    11     0.00001340    20.46182724
    6   ->     8     0.00001257    14.62104039
    5   ->    12     0.00000964    23.65736412
    3   ->    10     0.00000636    21.42852425
    1   ->     7     0.00000476    15.46462143
    3   ->     9     0.00000109    20.09035187
    3   ->    11     0.00000007    21.94041734

  Energy       5     1.0139187184E+01 eV  S

  Transition         Weight        KS [eV]
 =============================================
    2   ->     7     0.99999998    10.11753748
    5   ->     9     0.00011351    18.61176177
    4   ->    11     0.00006774    21.43308711
    3   ->    12     0.00005993    25.13595422
    3   ->     7     0.00005624     6.42724938
    6   ->     9     0.00005273    16.04996435
    2   ->     9     0.00005249    23.78063998
    3   ->     8     0.00003688    18.66142792
    5   ->    11     0.00002900    20.46182724
    3   ->    10     0.00002275    21.42852425
    4   ->     9     0.00002068    19.58302165
    4   ->    12     0.00001922    24.62862399
    1   ->     8     0.00001717    27.69879997
    3   ->     9     0.00001644    20.09035187
    3   ->    11     0.00001529    21.94041734
    1   ->    11     0.00001438    30.97778939
    6   ->    10     0.00001156    17.38813673
    2   ->    12     0.00000899    28.82624233
    6   ->    11     0.00000893    17.90002982
    2   ->    10     0.00000857    25.11881235
    2   ->     8     0.00000814    22.35171602
    1   ->     7     0.00000802    15.46462143
    5   ->    10     0.00000622    19.94993415
    4   ->     7     0.00000621     5.91991915
    1   ->    12     0.00000587    34.17332627
    5   ->    12     0.00000520    23.65736412
    1   ->     9     0.00000464    29.12772392
    4   ->    10     0.00000401    20.92119402
    2   ->    11     0.00000324    25.63070544
    5   ->     7     0.00000292     4.94865927
    1   ->    10     0.00000266    30.46589630
    5   ->     8     0.00000247    17.18283782
    6   ->     7     0.00000211     2.38686185
    6   ->    12     0.00000197    21.09556670
    6   ->     8     0.00000063    14.62104039
    4   ->     8     0.00000059    18.15409769

  Energy       6     1.4680001604E+01 eV  S

  Transition         Weight        KS [eV]
 =============================================
    6   ->     8     0.99999639    14.62104039
    5   ->     8     0.00223508    17.18283782
    5   ->    10     0.00095383    19.94993415
    6   ->    10     0.00080363    17.38813673
    4   ->     8     0.00069161    18.15409769
    4   ->    10     0.00027765    20.92119402
    6   ->     9     0.00022016    16.04996435
    2   ->    10     0.00018177    25.11881235
    2   ->     8     0.00008901    22.35171602
    3   ->    11     0.00008543    21.94041734
    3   ->    12     0.00007662    25.13595422
    2   ->    11     0.00005281    25.63070544
    2   ->    12     0.00003549    28.82624233
    5   ->    11     0.00003163    20.46182724
    1   ->     7     0.00003016    15.46462143
    5   ->     9     0.00002747    18.61176177
    1   ->    10     0.00001807    30.46589630
    3   ->     9     0.00001778    20.09035187
    1   ->     8     0.00001676    27.69879997
    3   ->    10     0.00001037    21.42852425
    1   ->    11     0.00000740    30.97778939
    1   ->    12     0.00000490    34.17332627
    1   ->     9     0.00000465    29.12772392
    4   ->     9     0.00000299    19.58302165
    5   ->    12     0.00000275    23.65736412
    6   ->    12     0.00000256    21.09556670
    2   ->     9     0.00000174    23.78063998
    3   ->     8     0.00000108    18.66142792
    4   ->    12     0.00000090    24.62862399
    4   ->    11     0.00000044    21.43308711
    2   ->     7     0.00000033    10.11753748
    3   ->     7     0.00000027     6.42724938
    5   ->     7     0.00000018     4.94865927
