# MULLIKEN CHARGES of excited state S 1
#  Natoms =   6
# Atom        netCharge
#=========================================
    1       0.12112513
    2      -0.13170319
    3       0.20176023
    4       0.30495484
    5       0.27069710
    6       0.23316589
