
     w [eV]       Osc.Str.         Transition         Weight      KS [eV]    Sym.

 ================================================================================

      4.894        0.00239308         6   ->     7        0.988       4.767      S
      6.849        0.20262167         5   ->     7        0.993       5.432      S
      7.336        0.00190731         4   ->     7        1.000       7.324      S
      8.319        0.00824670         3   ->     7        1.000       8.296      S
     11.237        0.00133855         2   ->     7        1.000      11.231      S
     15.518        0.12534031         6   ->     8        0.950      15.161      S
     16.109        0.23480990         5   ->     8        0.962      15.826      S
     17.316        0.00052308         1   ->     7        1.000      17.312      S
