# MULLIKEN CHARGES of excited state S 1
#  Natoms =   6
# Atom        netCharge
#=========================================
    1      -0.09515122
    2      -0.14721095
    3       0.33447834
    4       0.29287206
    5       0.29067686
    6       0.32433492
