# MULLIKEN CHARGES of excited state S 1
#  Natoms =   6
# Atom        netCharge
#=========================================
    1      -0.06080587
    2      -0.12563760
    3       0.30623534
    4       0.29262938
    5       0.29399978
    6       0.29357897
