
       #      w [eV]       Osc.Str.        Transition

 ==========================================================

       1      3.916       0.0195831        6   ->     7  
       2      4.405       0.1143712        5   ->     7  
       3      6.525       0.0676527        4   ->     7  
       4      7.315       0.0005236        3   ->     7  
       5     10.260       0.0058863        2   ->     7  
       6     13.514       0.1843922        6   ->     8  
       7     14.003       0.0118842        5   ->     8  
       8     16.124       0.2540901        4   ->     8  
       9     16.414       0.3535195        6   ->     9  
      10     16.444       0.0008110        1   ->     7  
      11     16.903       0.0545060        5   ->     9  
      12     16.913       0.0909702        3   ->     8  
      13     18.213       0.0753837        6   ->    10  
      14     18.702       0.0099243        5   ->    10  
      15     19.024       0.1333321        4   ->     9  
      16     19.794       0.0737263        6   ->    11  
      17     19.814       0.1182127        3   ->     9  
      18     19.858       0.0457371        2   ->     8  
      19     20.283       0.0348304        5   ->    11  
      20     20.822       0.0106909        4   ->    10  
      21     21.612       0.0960802        3   ->    10  
      22     22.403       0.0861784        4   ->    11  
      23     22.759       0.1278095        2   ->     9  
      24     23.193       0.2008365        3   ->    11  
      25     24.557       0.3090491        2   ->    10  
      26     25.183       0.0987292        6   ->    12  
      27     25.672       0.1053554        5   ->    12  
      28     26.042       0.1896673        1   ->     8  
      29     26.138       0.0952298        2   ->    11  
      30     27.792       0.5388069        4   ->    12  
      31     28.582       0.1596928        3   ->    12  
      32     28.942       0.0326070        1   ->     9  
      33     30.741       0.1575104        1   ->    10  
      34     31.527       0.2395634        2   ->    12  
      35     32.322       0.6203918        1   ->    11  
      36     37.711       0.4814935        1   ->    12  

