# MULLIKEN CHARGES of excited state S 1
#  Natoms =   6
# Atom        netCharge
#=========================================
    1      -0.07951085
    2      -0.13018880
    3       0.31473235
    4       0.29159613
    5       0.29315940
    6       0.31021177
