# MULLIKEN CHARGES of excited state S 1
#  Natoms =   6
# Atom        netCharge
#=========================================
    1       0.23793602
    2      -0.10076200
    3       0.18699551
    4       0.25321151
    5       0.24673140
    6       0.17588757
