# MULLIKEN CHARGES of excited state S 1
#  Natoms =   6
# Atom        netCharge
#=========================================
    1       0.15948041
    2      -0.13424139
    3       0.21700455
    4       0.26396923
    5       0.28961427
    6       0.20417293
