# MULLIKEN CHARGES of excited state S 1
#  Natoms =   6
# Atom        netCharge
#=========================================
    1       0.12801431
    2      -0.14077948
    3       0.21444579
    4       0.29832672
    5       0.27273341
    6       0.22725925
