# MULLIKEN CHARGES of excited state S 1
#  Natoms =   6
# Atom        netCharge
#=========================================
    1      -0.02978762
    2      -0.10196138
    3       0.26356015
    4       0.29226535
    5       0.29201927
    6       0.28390423
