# MULLIKEN CHARGES of excited state S 2
#  Natoms =   6
# Atom        netCharge
#=========================================
    1       0.16100242
    2      -0.06636236
    3       0.16588091
    4       0.26393224
    5       0.25478232
    6       0.22076446
