# MULLIKEN CHARGES of excited state S 1
#  Natoms =   6
# Atom        netCharge
#=========================================
    1      -0.05775842
    2      -0.12836598
    3       0.29707648
    4       0.29091300
    5       0.29299893
    6       0.30513599
