# MULLIKEN CHARGES of excited state S 1
#  Natoms =   6
# Atom        netCharge
#=========================================
    1       0.10053659
    2      -0.12571423
    3       0.23835499
    4       0.27458798
    5       0.30607560
    6       0.20615906
