# MULLIKEN CHARGES of excited state S 1
#  Natoms =   6
# Atom        netCharge
#=========================================
    1       0.10174167
    2      -0.13528285
    3       0.23844252
    4       0.28187572
    5       0.30595726
    6       0.20726568
