# MULLIKEN CHARGES of excited state S 1
#  Natoms =   6
# Atom        netCharge
#=========================================
    1      -0.04999040
    2      -0.11064884
    3       0.29751253
    4       0.29648585
    5       0.28887271
    6       0.27776815
