# MULLIKEN CHARGES of excited state S 1
#  Natoms =   6
# Atom        netCharge
#=========================================
    1      -0.07270689
    2      -0.13156742
    3       0.30722264
    4       0.29485977
    5       0.29324260
    6       0.30894929
