# MULLIKEN CHARGES of excited state S 1
#  Natoms =   6
# Atom        netCharge
#=========================================
    1       0.15427819
    2      -0.14091066
    3       0.21989040
    4       0.26702390
    5       0.29601680
    6       0.20370137
