# MULLIKEN CHARGES of excited state S 1
#  Natoms =   6
# Atom        netCharge
#=========================================
    1       0.21244329
    2      -0.15575801
    3       0.19612371
    4       0.28387877
    5       0.26128244
    6       0.20202980
