# MULLIKEN CHARGES of excited state S 1
#  Natoms =   6
# Atom        netCharge
#=========================================
    1      -0.09563106
    2      -0.13298433
    3       0.31791647
    4       0.29018140
    5       0.29571626
    6       0.32480126
