#      REAL   NALLORB   NKPOINT
          T        24         1
#   IKPOINT
          1
# MATRIX
   1.000000000000000E+00   0.000000000000000E+00   0.000000000000000E+00   0.000000000000000E+00   2.449558420795827E-01   4.329753825308062E-02  -2.736322685622364E-01   1.256409437342656E-03   3.896740816716148E-01   5.941720787868164E-02   6.445535813470102E-02   3.914269350507373E-01  -3.154376464321093E-01   4.819473280547343E-02  -3.886987355923763E-02  -2.628651525588553E-02   2.449034969564289E-01   4.331690147951567E-02  -2.735849956382723E-01   1.274729523904190E-03   3.898087311267744E-01   5.936824460264491E-02   6.444474351865202E-02   3.913208271480075E-01
   0.000000000000000E+00   1.000000000000000E+00   0.000000000000000E+00   0.000000000000000E+00  -4.958967474393620E-02   1.209469082655551E-01   6.871182502876730E-02  -3.154970935145581E-04  -6.463430022618007E-02  -1.555275092547686E-02   1.436552051400400E-02  -2.056259994109798E-01   1.583730867744739E-01   2.002773623629506E-01  -1.615271067742365E-01  -1.092358777547641E-01  -4.961121835245091E-02   1.208994089176245E-01   6.874252026743538E-02  -3.202957820404079E-04  -6.398193243552069E-02  -1.579619989884700E-02   1.454814525406197E-02  -2.087304737108262E-01
   0.000000000000000E+00   0.000000000000000E+00   1.000000000000000E+00   0.000000000000000E+00   3.133973834293279E-01   6.871182502876730E-02  -3.024264063546430E-01   1.993882075201773E-03  -2.279442348654439E-01   7.720620798080530E-02   8.610978744082498E-02  -2.197620907788696E-01  -1.277305941908002E-01  -1.615271067742365E-01   1.302743650856179E-01   8.810059749885796E-02   3.133392392570646E-01   6.874252026743538E-02  -3.023870711188250E-01   2.022954485189133E-03  -2.269914240751140E-01   7.714074141208263E-02   8.614192635266042E-02  -2.183771329276868E-01
   0.000000000000000E+00   0.000000000000000E+00   0.000000000000000E+00   1.000000000000000E+00  -1.438994867995785E-03  -3.154970935145581E-04   1.993882075201773E-03   1.318102021160380E-01   3.464559225024680E-01   3.747824586494362E-02  -3.447750996132318E-02  -2.943968870836834E-01  -8.638032248092670E-02  -1.092358777547641E-01   8.810059749885796E-02   5.957975903052518E-02  -1.459958644101837E-03  -3.202957820404079E-04   2.022954485189133E-03   1.317740340085559E-01   3.473211944923231E-01   3.736001807552013E-02  -3.428222035384904E-02  -2.931291255387743E-01
   2.449558420795827E-01  -4.958967474393620E-02   3.133973834293279E-01  -1.438994867995785E-03   1.000000000000000E+00   0.000000000000000E+00   0.000000000000000E+00   0.000000000000000E+00   2.972285621685356E-02   4.105857554877398E-01   3.989864130199880E-01   3.532306609517893E-02   2.445436060981722E-01  -4.970344105584825E-02   3.129494281454316E-01  -1.320710679498622E-03  -2.208063525024765E+00  -3.553849186623856E-01   2.136687773344828E-01  -2.230507659810134E-01   2.986935646662115E-02   4.110758521872397E-01   3.992184058880237E-01   3.562534651953302E-02
   4.329753825308062E-02   1.209469082655551E-01   6.871182502876730E-02  -3.154970935145581E-04   0.000000000000000E+00   1.000000000000000E+00   0.000000000000000E+00   0.000000000000000E+00   7.552313901050553E-04  -6.026443896273800E-02   1.964283121047432E-01  -8.360490191337324E-03   4.340123341038689E-02   1.205973041497964E-01   6.887833517297018E-02  -2.906806808630853E-04  -1.167833148672738E+00   1.555724378140243E+00  -9.353512439352052E-01   9.764216092950495E-01   7.968857180357441E-04  -6.272779955471036E-02   1.980747711613062E-01  -8.648521360161743E-03
  -2.736322685622364E-01   6.871182502876730E-02  -3.024264063546430E-01   1.993882075201773E-03   0.000000000000000E+00   0.000000000000000E+00   1.000000000000000E+00   0.000000000000000E+00  -3.983650883210273E-02   1.869772836552934E-01   1.941614143570066E-01  -4.730430755197969E-02  -2.732686286513926E-01   6.887833517297018E-02  -3.021442111290053E-01   1.830222433630149E-03   7.021386330820507E-01  -9.353512439352052E-01   5.623630778203750E-01  -5.870558947923161E-01  -3.998839316535971E-02   1.872952875124630E-01   1.946893056730138E-01  -4.765160630419474E-02
   1.256409437342656E-03  -3.154970935145581E-04   1.993882075201773E-03   1.318102021160380E-01   0.000000000000000E+00   0.000000000000000E+00   0.000000000000000E+00   1.000000000000000E+00   1.921322984154877E-02   3.470368802241657E-01  -2.774739117747400E-01  -1.925403591568511E-02   1.153249578919564E-03  -2.906806808630853E-04   1.830222433630149E-03   1.315290163381022E-01  -7.329688590329120E-01   9.764216092950495E-01  -5.870558947923161E-01   6.128329493930379E-01   1.935413816380753E-02   3.467766765979934E-01  -2.761388854022074E-01  -1.935319865891029E-02
   3.896740816716148E-01  -6.463430022618007E-02  -2.279442348654439E-01   3.464559225024680E-01   2.972285621685356E-02   7.552313901050553E-04  -3.983650883210273E-02   1.921322984154877E-02   1.000000000000000E+00   1.945956259912459E-02   3.329067135818082E-03   1.076003100258863E-01   3.895839466272085E-01  -6.495044650724618E-02  -2.276078038762868E-01   3.465378487906194E-01   2.971240165100427E-02   7.579040848732422E-04  -3.982329557142295E-02   1.920785547377317E-02   3.201545385051278-321   1.942491199455534E-02   3.337163626916854E-03   1.078806639824717E-01
   5.941720787868164E-02  -1.555275092547686E-02   7.720620798080530E-02   3.747824586494362E-02   4.105857554877398E-01  -6.026443896273800E-02   1.869772836552934E-01   3.470368802241657E-01   1.945956259912459E-02   1.000000000000000E+00   1.099685696896365E-01   4.370136953816538E-03   5.926390380071774E-02  -1.554716691356180E-02   7.701892908457461E-02   3.739324183484527E-02   4.105749667494230E-01  -6.020575044698721E-02   1.869370495158228E-01   3.470610805447309E-01   1.960616690817803E-02   3.201545385051278-321   1.105073821888241E-01   4.426675415573841E-03
   6.445535813470102E-02   1.436552051400400E-02   8.610978744082498E-02  -3.447750996132318E-02   3.989864130199880E-01   1.964283121047432E-01   1.941614143570066E-01  -2.774739117747400E-01   3.329067135818082E-03   1.099685696896365E-01   1.000000000000000E+00   1.256578659863970E-02   6.439894045164651E-02   1.430967217515305E-02   8.606092199785706E-02  -3.442143970867841E-02   3.990090650537288E-01   1.964969004515185E-01   1.941422132082738E-01  -2.774591452790023E-01   3.345148748140608E-03   1.098457158465286E-01   3.201545385051278-321   1.258526874065565E-02
   3.914269350507373E-01  -2.056259994109798E-01  -2.197620907788696E-01  -2.943968870836834E-01   3.532306609517893E-02  -8.360490191337324E-03  -4.730430755197969E-02  -1.925403591568511E-02   1.076003100258863E-01   4.370136953816538E-03   1.256578659863970E-02   1.000000000000000E+00   3.915964109982877E-01  -2.060751705520667E-01  -2.196099486096389E-01  -2.943734352662266E-01   3.532080524436679E-02  -8.356357456971390E-03  -4.730319886628215E-02  -1.925048027825739E-02   1.070624850176330E-01   4.389674949273534E-03   1.247779564878284E-02   3.201545385051278-321
  -3.154376464321093E-01   1.583730867744739E-01  -1.277305941908002E-01  -8.638032248092670E-02   2.445436060981722E-01   4.340123341038689E-02  -2.732686286513926E-01   1.153249578919564E-03   3.895839466272085E-01   5.926390380071774E-02   6.439894045164651E-02   3.915964109982877E-01   1.000000000000000E+00   0.000000000000000E+00   0.000000000000000E+00   0.000000000000000E+00   2.444912955395665E-01   4.342050626959735E-02  -2.732213452190926E-01   1.171559052578083E-03   3.897178464867689E-01   5.921473680162188E-02   6.438840321564096E-02   3.914839969334409E-01
   4.819473280547343E-02   2.002773623629506E-01  -1.615271067742365E-01  -1.092358777547641E-01  -4.970344105584825E-02   1.205973041497964E-01   6.887833517297018E-02  -2.906806808630853E-04  -6.495044650724618E-02  -1.554716691356180E-02   1.430967217515305E-02  -2.060751705520667E-01   0.000000000000000E+00   1.000000000000000E+00   0.000000000000000E+00   0.000000000000000E+00  -4.972487812055143E-02   1.205498488812358E-01   6.890888749883987E-02  -2.954777595711403E-04  -6.429826373848897E-02  -1.578979768887466E-02   1.449214587162428E-02  -2.091770062259451E-01
