
       #      w [eV]       Osc.Str.        Transition

 ==========================================================

       1      2.138       0.0772363        6   ->     7  
       2      4.571       0.0217948        5   ->     7  
       3      4.985       0.0139823        4   ->     7  
       4      5.946       0.0099626        3   ->     7  
       5      9.340       0.0163151        6   ->     8  
       6     10.013       0.0007400        2   ->     7  
       7     11.774       0.0200593        5   ->     8  
       8     12.188       0.5967000        4   ->     8  
       9     13.148       0.0002231        3   ->     8  
      10     14.443       0.0018933        1   ->     7  
      11     15.813       0.0333620        6   ->     9  
      12     16.829       0.0391518        6   ->    10  
      13     17.215       0.0536132        2   ->     8  
      14     18.247       0.3733988        5   ->     9  
      15     18.660       0.1182592        4   ->     9  
      16     18.800       0.0085932        6   ->    11  
      17     19.263       0.2612249        5   ->    10  
      18     19.621       0.0991299        3   ->     9  
      19     19.672       0.0041585        6   ->    12  
      20     19.677       0.1214609        4   ->    10  
      21     20.637       0.0651740        3   ->    10  
      22     21.234       0.1195406        5   ->    11  
      23     21.646       0.3243041        1   ->     8  
      24     21.648       0.0404482        4   ->    11  
      25     22.106       0.0846712        5   ->    12  
      26     22.519       0.0726071        4   ->    12  
      27     22.608       0.0986314        3   ->    11  
      28     23.480       0.4884693        3   ->    12  
      29     23.688       0.1634907        2   ->     9  
      30     24.704       0.0220786        2   ->    10  
      31     26.675       0.5333179        2   ->    11  
      32     27.547       0.0619846        2   ->    12  
      33     28.118       0.0635828        1   ->     9  
      34     29.135       0.3507641        1   ->    10  
      35     31.106       0.0134897        1   ->    11  
      36     31.977       0.1624604        1   ->    12  

