
  Energy       1     3.0605303749E+00 eV  S

  Transition         Weight        KS [eV]
 =============================================
    6   ->     7     0.99608587     2.13765841
    5   ->     7     0.06916537     4.57147369
    4   ->     8     0.04778622    12.18758691
    4   ->     7     0.02550513     4.98517319
    3   ->     7     0.00736346     5.94576527
    1   ->     8     0.00492092    21.64558663
    6   ->     8     0.00341648     9.34007214
    2   ->     8     0.00188811    17.21505754
    5   ->     8     0.00112563    11.77388741
    3   ->    10     0.00018309    20.63736530
    3   ->    11     0.00015622    22.60809832
    6   ->     9     0.00014415    15.81293048
    1   ->    12     0.00012127    31.97737876
    6   ->    11     0.00008748    18.79999146
    6   ->    10     0.00006208    16.82925844
    3   ->    12     0.00006035    23.47997113
    5   ->     9     0.00005734    18.24674576
    1   ->     7     0.00004762    14.44317291
    2   ->     7     0.00003745    10.01264381
    5   ->    11     0.00002962    21.23380673
    5   ->    10     0.00002834    19.26307371
    6   ->    12     0.00002685    19.67186427
    2   ->    12     0.00002614    27.54684967
    4   ->    11     0.00002087    21.64750623
    5   ->    12     0.00001870    22.10567955
    3   ->     8     0.00001216    13.14817900
    2   ->    11     0.00001135    26.67497686
    2   ->    10     0.00001109    24.70424384
    2   ->     9     0.00000516    23.68791588
    1   ->    11     0.00000448    31.10550595
    4   ->     9     0.00000209    18.66044525
    3   ->     9     0.00000140    19.62103734
    1   ->    10     0.00000135    29.13477293
    4   ->    10     0.00000026    19.67677321
    4   ->    12     0.00000002    22.51937904
    1   ->     9     0.00000001    28.11844498

  Energy       2     4.7018802159E+00 eV  S

  Transition         Weight        KS [eV]
 =============================================
    5   ->     7     0.99285279     4.57147369
    4   ->     7     0.11876961     4.98517319
    6   ->     7     0.00873906     2.13765841
    4   ->     8     0.00703532    12.18758691
    3   ->     7     0.00321667     5.94576527
    6   ->     8     0.00065447     9.34007214
    1   ->     8     0.00062367    21.64558663
    2   ->     8     0.00023796    17.21505754
    5   ->     9     0.00013380    18.24674576
    5   ->     8     0.00008591    11.77388741
    6   ->     9     0.00007707    15.81293048
    4   ->     9     0.00004138    18.66044525
    3   ->    11     0.00003037    22.60809832
    2   ->    11     0.00002726    26.67497686
    2   ->     9     0.00002546    23.68791588
    3   ->     9     0.00002204    19.62103734
    5   ->    10     0.00001400    19.26307371
    6   ->    11     0.00000841    18.79999146
    1   ->    12     0.00000734    31.97737876
    3   ->    10     0.00000685    20.63736530
    4   ->    11     0.00000528    21.64750623
    6   ->    12     0.00000441    19.67186427
    1   ->     9     0.00000421    28.11844498
    4   ->    10     0.00000375    19.67677321
    1   ->     7     0.00000286    14.44317291
    1   ->    10     0.00000211    29.13477293
    2   ->     7     0.00000097    10.01264381
    5   ->    11     0.00000080    21.23380673
    4   ->    12     0.00000078    22.51937904
    6   ->    10     0.00000074    16.82925844
    2   ->    12     0.00000040    27.54684967
    3   ->    12     0.00000040    23.47997113
    2   ->    10     0.00000024    24.70424384
    3   ->     8     0.00000009    13.14817900
    1   ->    11     0.00000007    31.10550595
    5   ->    12     0.00000000    22.10567955

  Energy       3     5.1039258445E+00 eV  S

  Transition         Weight        KS [eV]
 =============================================
    4   ->     7     0.99635362     4.98517319
    5   ->     7     0.08321386     4.57147369
    4   ->     8     0.01178893    12.18758691
    3   ->     7     0.01138715     5.94576527
    6   ->     7     0.00915543     2.13765841
    6   ->     8     0.00112947     9.34007214
    1   ->     8     0.00098997    21.64558663
    2   ->     8     0.00036751    17.21505754
    5   ->     8     0.00017793    11.77388741
    5   ->     9     0.00013114    18.24674576
    6   ->     9     0.00010264    15.81293048
    4   ->     9     0.00006548    18.66044525
    2   ->     9     0.00003765    23.68791588
    3   ->    11     0.00003019    22.60809832
    6   ->    11     0.00002276    18.79999146
    3   ->     9     0.00002102    19.62103734
    3   ->    10     0.00001593    20.63736530
    2   ->    11     0.00001413    26.67497686
    3   ->    12     0.00001022    23.47997113
    2   ->    10     0.00000904    24.70424384
    1   ->     9     0.00000815    28.11844498
    5   ->    11     0.00000738    21.23380673
    6   ->    12     0.00000736    19.67186427
    1   ->    12     0.00000553    31.97737876
    1   ->    10     0.00000502    29.13477293
    4   ->    10     0.00000445    19.67677321
    4   ->    12     0.00000439    22.51937904
    6   ->    10     0.00000323    16.82925844
    1   ->     7     0.00000319    14.44317291
    2   ->     7     0.00000276    10.01264381
    5   ->    10     0.00000185    19.26307371
    3   ->     8     0.00000088    13.14817900
    5   ->    12     0.00000071    22.10567955
    1   ->    11     0.00000069    31.10550595
    4   ->    11     0.00000030    21.64750623
    2   ->    12     0.00000007    27.54684967

  Energy       4     6.0106251873E+00 eV  S

  Transition         Weight        KS [eV]
 =============================================
    3   ->     7     0.99997735     5.94576527
    4   ->     8     0.00462341    12.18758691
    4   ->     7     0.00368924     4.98517319
    5   ->     7     0.00277905     4.57147369
    6   ->     7     0.00147346     2.13765841
    6   ->     8     0.00049878     9.34007214
    1   ->     8     0.00035647    21.64558663
    2   ->     8     0.00015657    17.21505754
    5   ->     8     0.00011932    11.77388741
    3   ->    12     0.00007668    23.47997113
    4   ->    12     0.00003430    22.51937904
    2   ->     7     0.00002944    10.01264381
    5   ->     9     0.00001452    18.24674576
    1   ->    12     0.00001393    31.97737876
    5   ->    10     0.00001373    19.26307371
    5   ->    12     0.00001193    22.10567955
    2   ->     9     0.00001159    23.68791588
    3   ->     9     0.00001150    19.62103734
    2   ->    12     0.00001062    27.54684967
    4   ->    10     0.00000920    19.67677321
    1   ->    10     0.00000759    29.13477293
    6   ->     9     0.00000667    15.81293048
    3   ->    10     0.00000631    20.63736530
    6   ->    10     0.00000527    16.82925844
    2   ->    10     0.00000507    24.70424384
    4   ->    11     0.00000469    21.64750623
    6   ->    11     0.00000396    18.79999146
    3   ->    11     0.00000342    22.60809832
    1   ->    11     0.00000233    31.10550595
    4   ->     9     0.00000221    18.66044525
    6   ->    12     0.00000191    19.67186427
    3   ->     8     0.00000148    13.14817900
    5   ->    11     0.00000136    21.23380673
    1   ->     9     0.00000018    28.11844498
    2   ->    11     0.00000001    26.67497686
    1   ->     7     0.00000000    14.44317291

  Energy       5     9.3906458516E+00 eV  S

  Transition         Weight        KS [eV]
 =============================================
    6   ->     8     0.99994928     9.34007214
    4   ->     8     0.01006314    12.18758691
    1   ->     8     0.00028627    21.64558663
    5   ->     8     0.00017688    11.77388741
    2   ->     8     0.00013986    17.21505754
    6   ->     7     0.00012762     2.13765841
    5   ->     7     0.00009737     4.57147369
    4   ->     7     0.00006840     4.98517319
    3   ->     7     0.00006693     5.94576527
    2   ->     7     0.00003672    10.01264381
    6   ->     9     0.00003403    15.81293048
    5   ->     9     0.00002525    18.24674576
    3   ->    11     0.00001909    22.60809832
    3   ->    10     0.00001165    20.63736530
    4   ->     9     0.00000864    18.66044525
    2   ->    11     0.00000754    26.67497686
    5   ->    10     0.00000698    19.26307371
    3   ->     9     0.00000685    19.62103734
    1   ->    12     0.00000534    31.97737876
    6   ->    11     0.00000450    18.79999146
    4   ->    10     0.00000322    19.67677321
    1   ->     7     0.00000315    14.44317291
    6   ->    12     0.00000279    19.67186427
    2   ->     9     0.00000255    23.68791588
    1   ->    10     0.00000155    29.13477293
    1   ->     9     0.00000095    28.11844498
    2   ->    12     0.00000085    27.54684967
    3   ->     8     0.00000063    13.14817900
    4   ->    11     0.00000056    21.64750623
    5   ->    11     0.00000041    21.23380673
    2   ->    10     0.00000030    24.70424384
    6   ->    10     0.00000024    16.82925844
    3   ->    12     0.00000010    23.47997113
    1   ->    11     0.00000004    31.10550595
    5   ->    12     0.00000000    22.10567955
    4   ->    12     0.00000000    22.51937904

  Energy       6     1.0023965133E+01 eV  S

  Transition         Weight        KS [eV]
 =============================================
    2   ->     7     0.99999999    10.01264381
    4   ->     8     0.00010097    12.18758691
    5   ->     9     0.00008640    18.24674576
    2   ->     9     0.00004631    23.68791588
    4   ->     9     0.00004304    18.66044525
    5   ->    11     0.00002807    21.23380673
    3   ->    12     0.00002761    23.47997113
    5   ->     8     0.00002493    11.77388741
    3   ->     9     0.00002414    19.62103734
    6   ->     8     0.00002266     9.34007214
    3   ->    10     0.00001511    20.63736530
    4   ->    12     0.00001170    22.51937904
    1   ->    12     0.00001087    31.97737876
    6   ->     9     0.00000984    15.81293048
    3   ->     7     0.00000724     5.94576527
    4   ->    10     0.00000712    19.67677321
    2   ->     8     0.00000663    17.21505754
    5   ->    12     0.00000618    22.10567955
    2   ->    12     0.00000574    27.54684967
    1   ->     8     0.00000378    21.64558663
    1   ->    10     0.00000244    29.13477293
    5   ->    10     0.00000244    19.26307371
    6   ->    11     0.00000189    18.79999146
    1   ->     9     0.00000140    28.11844498
    4   ->    11     0.00000117    21.64750623
    6   ->     7     0.00000117     2.13765841
    2   ->    10     0.00000056    24.70424384
    1   ->     7     0.00000056    14.44317291
    3   ->     8     0.00000052    13.14817900
    3   ->    11     0.00000030    22.60809832
    6   ->    10     0.00000028    16.82925844
    1   ->    11     0.00000022    31.10550595
    4   ->     7     0.00000016     4.98517319
