# MULLIKEN CHARGES of excited state S 1
#  Natoms =   6
# Atom        netCharge
#=========================================
    1       0.10823832
    2      -0.12675312
    3       0.22599182
    4       0.29297456
    5       0.27086057
    6       0.22868785
